"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-92.90000,38.10000,895.93,273.08
2,-92.60000,37.90000,1086.81,331.26
3,-90.40000,38.10000,497.64,151.68
4,-92.70000,37.80000,1092.81,333.09
5,-92.30000,38.90000,709.48,216.25
6,-93.50000,39.80000,789.30,240.58
7,-94.30000,36.60000,1158.86,353.22
8,-92.50000,38.20000,564.24,171.98
9,-91.50000,38.90000,843.44,257.08
10,-89.60000,36.80000,294.42,89.74
11,-89.60000,36.70000,285.56,87.04
12,-94.60000,36.80000,956.10,291.42
13,-89.80000,36.10000,259.32,79.04
14,-89.90000,36.10000,258.40,78.76
15,-94.70000,39.40000,785.73,239.49
16,-94.00000,39.30000,744.52,226.93
17,-90.60000,37.70000,1130.87,344.69
18,-90.60000,37.20000,493.21,150.33
19,-107.50000,46.10000,2724.34,830.38
20,-114.30000,48.10000,4051.38,1234.86
21,-114.30000,48.40000,3074.48,937.10
22,-111.30000,45.80000,4336.52,1321.77
23,-115.40000,48.30000,4064.21,1238.77
24,-111.40000,47.50000,3608.79,1099.96
25,-114.10000,46.70000,3727.46,1136.13
26,-111.60000,46.20000,4247.61,1294.67
27,-104.70000,47.10000,2267.32,691.08
28,-107.90000,46.00000,2912.89,887.85
29,-96.80000,40.80000,1201.25,366.14
30,-97.20000,41.40000,1390.12,423.71
31,-96.50000,40.50000,1359.32,414.32
32,-96.60000,41.30000,1242.62,378.75
33,-97.00000,40.50000,1404.63,428.13
34,-100.60000,40.20000,2544.09,775.44
35,-114.50000,36.50000,1760.33,536.55
36,-118.50000,39.60000,3877.30,1181.80
37,-119.30000,38.80000,4848.39,1477.79
38,-71.40000,42.90000,260.93,79.53
39,-71.30000,43.00000,329.92,100.56
40,-74.40000,40.20000,206.82,63.04
41,-74.50000,40.20000,160.76,49.00
42,-106.70000,34.90000,4892.55,1491.25
43,-105.90000,32.80000,6791.57,2070.07
44,-107.10000,32.70000,4311.91,1314.27
45,-104.40000,36.90000,6701.15,2042.51
46,-76.10000,42.70000,1688.16,514.55
47,-78.70000,42.70000,1301.05,396.56
48,-78.80000,42.60000,1051.44,320.48
49,-73.80000,44.00000,1903.02,580.04
50,-74.30000,43.20000,1346.72,410.48
51,-74.80000,42.90000,1173.56,357.70
52,-75.90000,42.40000,1316.27,401.20
53,-75.50000,43.80000,1083.07,330.12
54,-75.70000,43.00000,1536.71,468.39
55,-77.40000,43.20000,494.98,150.87
56,-75.70000,42.20000,1696.33,517.04
57,-77.90000,43.10000,586.71,178.83
58,-74.10000,42.60000,1489.44,453.98
59,-73.80000,42.00000,641.14,195.42
60,-74.90000,44.70000,435.83,132.84
61,-75.20000,44.40000,563.22,171.67
62,-74.80000,44.90000,201.35,61.37
63,-74.90000,44.10000,1810.66,551.89
64,-77.10000,42.50000,1142.88,348.35
65,-77.40000,42.20000,1253.54,382.08
66,-72.70000,41.00000,0.00,0.00
67,-73.30000,43.50000,819.13,249.67
68,-76.00000,43.50000,610.93,186.21
69,-76.20000,43.50000,326.74,99.59
70,-75.20000,42.70000,1250.20,381.06
71,-73.30000,42.80000,1647.01,502.01
72,-77.10000,35.70000,55.97,17.06
73,-79.30000,35.90000,547.41,166.85
74,-77.60000,34.80000,85.20,25.97
75,-76.50000,35.20000,0.00,0.00
76,-76.40000,36.40000,15.75,4.80
77,-80.20000,35.30000,532.87,162.42
78,-78.50000,36.00000,371.19,113.14
79,-76.90000,36.20000,56.56,17.24
80,-77.10000,36.20000,67.09,20.45
81,-81.70000,35.80000,1080.87,329.45
82,-77.50000,35.10000,44.88,13.68
83,-82.60000,35.90000,3534.38,1077.28
84,-99.70000,48.90000,2070.31,631.03
85,-97.80000,46.10000,1311.38,399.71
86,-103.20000,46.90000,2588.98,789.12
87,-97.40000,48.50000,830.68,253.19
88,-97.30000,48.40000,813.94,248.09
89,-100.00000,46.00000,1899.15,578.86
90,-98.60000,48.90000,1564.27,476.79
91,-101.30000,48.10000,1853.41,564.92
92,-100.70000,47.50000,1938.58,590.88
93,-101.90000,47.30000,1952.92,595.25
94,-98.30000,48.00000,1515.45,461.91
95,-98.00000,46.80000,1351.35,411.89
96,-82.20000,40.00000,902.23,275.00
97,-83.80000,41.50000,653.54,199.20
98,-83.10000,40.60000,981.92,299.29
99,-81.90000,41.00000,994.55,303.14
100,-81.50000,39.90000,852.00,259.69
101,-84.80000,39.60000,991.14,302.10
102,-84.30000,40.90000,741.93,226.14
103,-83.30000,39.30000,1152.53,351.29
104,-82.80000,38.90000,697.64,212.64
105,-83.20000,38.80000,974.87,297.14
106,-81.20000,39.50000,813.94,248.09
107,-84.60000,41.60000,848.03,258.48
108,-83.50000,41.30000,678.87,206.92
109,-84.10000,40.90000,764.67,233.07
110,-81.00000,40.10000,1098.79,334.91
111,-83.90000,39.00000,929.69,283.37
112,-81.70000,40.20000,1027.20,313.09
113,-84.40000,41.40000,700.10,213.39
114,-83.40000,39.60000,968.83,295.30
115,-81.40000,39.90000,831.17,253.34
116,-81.00000,40.30000,1159.42,353.39
117,-81.90000,40.60000,997.34,303.99
118,-95.10000,35.30000,556.66,169.67
119,-99.30000,34.60000,1345.31,410.05
120,-98.10000,36.00000,1166.01,355.40
121,-96.90000,35.50000,892.81,272.13
122,-96.30000,35.40000,873.88,266.36
123,-96.40000,34.00000,681.82,207.82
124,-123.70000,44.40000,951.64,290.06
125,-123.40000,44.50000,530.18,161.60
126,-122.80000,45.10000,196.33,59.84
127,-123.40000,45.20000,921.65,280.92
128,-123.30000,45.20000,958.50,292.15
129,-121.20000,45.50000,1554.89,473.93
130,-124.40000,43.10000,117.45,35.80
131,-123.30000,43.20000,564.80,172.15
132,-123.20000,42.20000,1804.23,549.93
133,-123.10000,42.10000,1899.97,579.11
134,-123.30000,42.20000,1601.54,488.15
135,-123.30000,42.30000,2571.26,783.72
136,-121.60000,42.60000,4752.40,1448.53
137,-123.10000,44.00000,1095.34,333.86
138,-122.70000,44.60000,622.47,189.73
139,-78.00000,41.50000,1973.10,601.40
140,-78.10000,41.60000,1680.02,512.07
141,-77.10000,40.80000,922.77,281.26
142,-75.60000,41.70000,1316.01,401.12
143,-75.50000,41.70000,1735.60,529.01
144,-79.60000,41.60000,1683.14,513.02
145,-79.50000,41.40000,1530.15,466.39
146,-80.10000,40.20000,1099.70,335.19
147,-79.30000,40.40000,1153.97,351.73
148,-79.40000,40.90000,1385.53,422.31
149,-80.50000,40.70000,1103.67,336.40
150,-78.60000,40.40000,2349.28,716.06
151,-77.90000,40.80000,1250.69,381.21
152,-75.90000,39.70000,339.76,103.56
153,-77.90000,41.50000,1411.29,430.16
154,-79.60000,41.70000,1587.80,483.96
155,-76.80000,40.50000,796.62,242.81
156,-77.50000,40.40000,1212.60,369.60
157,-80.90000,34.70000,521.98,159.10
158,-80.50000,32.60000,3.05,0.93
159,-80.50000,32.80000,14.01,4.27
160,-80.60000,33.10000,62.70,19.11
161,-79.30000,33.70000,35.43,10.80
162,-80.90000,32.10000,-4.79,-1.46
163,-81.40000,33.30000,259.02,78.95
164,-81.30000,33.00000,181.69,55.38
165,-81.90000,33.40000,120.34,36.68
166,-81.60000,34.10000,423.13,128.97
167,-80.90000,34.80000,578.61,176.36
168,-81.20000,35.00000,655.18,199.70
169,-96.70000,42.80000,1207.91,368.17
170,-103.30000,43.80000,3661.35,1115.98
171,-97.40000,45.70000,1851.57,564.36
172,-98.40000,45.40000,1300.49,396.39
173,-97.60000,44.40000,1809.42,551.51
174,-98.90000,43.20000,1479.53,450.96
175,-85.90000,35.20000,1905.91,580.92
176,-83.10000,36.60000,1709.78,521.14
177,-88.30000,35.10000,358.76,109.35
178,-88.50000,35.70000,463.02,141.13
179,-88.30000,35.80000,550.16,167.69
180,-88.40000,35.80000,510.01,155.45
181,-84.60000,35.50000,917.19,279.56
182,-85.30000,36.40000,1183.83,360.83
183,-87.70000,35.60000,699.02,213.06
184,-84.20000,36.10000,862.20,262.80
185,-85.60000,36.50000,612.37,186.65
186,-85.80000,36.60000,834.71,254.42
187,-87.80000,35.40000,771.29,235.09
188,-82.10000,36.50000,1730.61,527.49
189,-98.90000,30.30000,1819.09,554.46
190,-98.80000,30.10000,1801.08,548.97
191,-96.90000,33.50000,661.71,201.69
192,-96.00000,30.60000,362.01,110.34
193,-97.80000,28.20000,206.99,63.09
194,-98.40000,34.00000,918.37,279.92
195,-96.60000,33.30000,627.00,191.11
196,-98.30000,29.70000,932.38,284.19
197,-100.90000,35.00000,2631.99,802.23
198,-96.70000,32.50000,480.15,146.35
199,-95.20000,33.10000,464.83,141.68
200,-98.80000,28.90000,547.21,166.79
201,-100.00000,32.40000,1888.65,575.66
202,-94.20000,30.70000,161.22,49.14
203,-96.00000,32.70000,541.57,165.07
204,-96.30000,29.30000,125.85,38.36
205,-96.40000,29.20000,97.31,29.66
206,-99.30000,26.90000,352.56,107.46
207,-95.70000,32.20000,407.19,124.11
208,-97.30000,32.30000,759.55,231.51
209,-98.00000,29.00000,343.93,104.83
210,-98.00000,28.90000,342.88,104.51
211,-96.10000,32.40000,403.18,122.89
212,-99.10000,29.90000,1650.03,502.93
213,-98.80000,30.80000,1192.75,363.55
214,-95.90000,30.90000,219.09,66.78
215,-99.00000,29.30000,944.95,288.02
216,-96.40000,32.20000,428.81,130.70
217,-95.40000,32.20000,373.65,113.89
218,-97.50000,32.60000,719.59,219.33
219,-110.30000,39.40000,6884.68,2098.45
220,-113.20000,37.70000,5520.90,1682.77
221,-113.10000,37.70000,5595.60,1705.54
222,-111.90000,40.60000,4370.67,1332.18
223,-72.50000,43.50000,1445.73,440.66
224,-72.70000,44.20000,1363.62,415.63
225,-73.10000,43.30000,1637.40,499.08
226,-73.40000,44.20000,93.24,28.42
227,-72.20000,44.80000,888.68,270.87
228,-80.40000,37.10000,2154.86,656.80
229,-75.90000,37.50000,-2.10,-0.64
230,-76.70000,37.90000,81.96,24.98
231,-82.70000,36.70000,1401.80,427.27
232,-77.20000,36.60000,56.33,17.17
233,-77.30000,36.70000,111.45,33.97
234,-79.90000,37.00000,1093.18,333.20
235,-78.50000,38.10000,467.45,142.48
236,-78.00000,38.30000,575.39,175.38
237,-80.20000,37.60000,2525.82,769.87
238,-79.20000,37.30000,960.01,292.61
239,-79.90000,37.70000,1556.00,474.27
240,-79.10000,37.50000,890.94,271.56
241,-79.60000,38.40000,3063.65,933.80
242,-77.80000,37.70000,240.85,73.41
243,-76.60000,36.60000,61.06,18.61
244,-76.80000,36.60000,43.31,13.20
245,-124.30000,48.30000,0.00,0.00
246,-123.60000,48.00000,511.68,155.96
247,-118.10000,46.50000,1069.13,325.87
248,-121.20000,47.30000,3663.71,1116.70
249,-121.50000,46.00000,1838.85,560.48
250,-122.20000,46.60000,2440.98,744.01
251,-123.20000,47.50000,933.33,284.48
252,-123.00000,47.30000,303.15,92.40
253,-124.10000,46.30000,0.00,0.00
254,-122.50000,47.00000,390.98,119.17
255,-121.50000,48.40000,4854.17,1479.55
