longitude,latitude
-90.5,36.1
-90.6,36.1
-91.1,36.3
-91.1,36.4
-91.0,36.3
-90.4,36.5
-90.2,36.4
-92.4,34.6
-94.4,35.3
-91.5,36.2
-92.0,35.9
-94.0,36.1
-94.2,36.2
-94.1,36.2
-91.7,35.1
-91.5,35.2
-91.5,35.1
-92.6,34.8
-91.0,36.2
-93.1,36.2
-91.4,35.0
-91.5,34.8
-93.1,35.3
-92.4,36.3
-90.3,35.6
-91.6,34.5
-93.2,33.9
-90.6,34.5
-93.0,34.4
-93.8,35.5
-92.5,35.1
-91.4,33.6
-90.8,35.2
-90.9,35.2
-90.5,35.3
-90.1,35.1
-90.7,34.5
-122.0,37.5
-121.6,37.8
-121.9,37.7
-122.3,37.8
-122.0,37.6
-122.2,37.9
-122.3,37.9
-120.8,38.3
-120.9,38.4
-120.7,38.4
-121.7,39.3
-121.7,39.7
-121.5,39.5
-121.8,39.7
-121.9,39.8
-121.9,39.4
-121.6,39.5
-121.8,39.8
-121.8,39.6
-121.7,39.5
-122.0,39.2
-122.0,37.9
-122.0,37.8
-122.4,38.0
-122.3,38.0
-121.6,38.0
-121.8,38.0
-121.7,38.0
-122.0,38.0
-120.0,38.9
-120.7,38.6
-120.9,38.7
-120.8,38.6
-119.7,36.7
-119.3,36.6
-119.7,36.6
-119.5,36.6
-120.5,36.9
-122.2,39.4
-124.2,40.7
-124.1,40.9
-124.0,40.5
-124.3,40.6
-118.2,34.9
-119.0,35.4
-122.9,39.0
-122.7,39.0
-122.6,38.9
-122.6,39.0
-123.0,39.2
-123.0,39.1
-122.8,39.1
-120.6,40.4
-118.3,34.0
-118.3,33.9
-118.6,34.2
-118.5,34.5
-118.7,34.2
-118.2,34.6
-118.5,34.0
-118.2,34.0
-118.4,33.8
-118.1,34.2
-118.7,34.4
-118.1,33.9
-118.4,34.4
-118.6,34.3
-117.8,34.2
-118.3,34.6
-118.7,34.5
-118.8,34.2
-120.4,36.9
-122.8,38.1
-122.7,37.9
-122.4,37.9
-122.9,38.1
-122.7,38.0
-123.2,39.1
-123.2,39.2
-123.5,39.2
-120.4,37.3
-119.1,37.9
-119.5,38.5
-119.2,38.3
-119.2,37.9
-121.9,36.5
-121.6,36.8
-121.4,36.5
-121.6,36.9
-121.9,36.6
-121.7,36.5
-122.4,38.5
-122.3,38.2
-122.3,38.4
-122.5,38.5
-122.5,38.6
-122.4,38.4
-120.8,39.4
-118.0,33.7
-117.8,33.7
-117.9,33.7
-117.8,33.8
-118.0,33.8
-118.0,33.6
