"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-83.40000,38.50000,1076.08,327.99
2,-82.60000,38.10000,558.14,170.12
3,-84.10000,37.20000,1157.02,352.66
4,-83.00000,37.30000,1310.01,399.29
5,-83.40000,36.80000,1318.96,402.02
6,-82.90000,37.90000,1056.63,322.06
7,-83.30000,36.90000,2557.91,779.65
8,-83.10000,36.80000,2229.56,679.57
9,-83.20000,36.80000,1588.94,484.31
10,-82.80000,37.80000,1017.22,310.05
11,-84.60000,37.90000,918.54,279.97
12,-85.80000,37.90000,726.87,221.55
13,-84.30000,38.40000,704.99,214.88
14,-85.90000,37.30000,595.21,181.42
15,-86.70000,37.30000,399.44,121.75
16,-85.50000,38.10000,689.40,210.13
17,-85.50000,38.30000,776.12,236.56
18,-83.10000,38.40000,929.82,283.41
19,-83.10000,38.30000,801.67,244.35
20,-87.50000,36.90000,612.76,186.77
21,-87.50000,37.20000,461.88,140.78
22,-87.50000,37.40000,422.05,128.64
23,-84.00000,37.40000,1361.22,414.90
24,-83.10000,37.20000,1285.56,391.84
25,-92.30000,30.40000,32.38,9.87
26,-92.50000,30.40000,32.71,9.97
27,-92.90000,30.50000,42.36,12.91
28,-93.00000,30.70000,117.75,35.89
29,-91.00000,29.90000,7.68,2.34
30,-92.00000,30.90000,36.45,11.11
31,-92.00000,31.20000,44.82,13.66
32,-92.20000,31.00000,53.97,16.45
33,-91.90000,31.10000,48.75,14.86
34,-91.70000,31.10000,39.17,11.94
35,-92.20000,30.90000,49.48,15.08
36,-92.20000,31.10000,52.17,15.90
37,-91.70000,31.20000,36.22,11.04
38,-93.50000,30.70000,143.80,43.83
39,-93.70000,30.60000,45.11,13.75
40,-93.40000,30.80000,187.27,57.08
41,-93.00000,32.20000,188.02,57.31
42,-93.70000,32.60000,169.13,51.55
43,-93.50000,32.30000,145.08,44.22
44,-93.90000,32.60000,244.09,74.40
45,-93.90000,32.40000,220.01,67.06
46,-93.70000,32.30000,189.53,57.77
47,-93.40000,29.80000,-0.66,-0.20
48,-93.00000,30.00000,1.12,0.34
49,-93.70000,29.80000,1.48,0.45
50,-91.90000,31.60000,53.54,16.32
51,-91.80000,31.80000,51.80,15.79
52,-92.00000,31.50000,41.04,12.51
53,-93.00000,32.80000,189.63,57.80
54,-91.80000,31.40000,46.59,14.20
55,-91.40000,31.60000,55.54,16.93
56,-91.50000,31.70000,56.04,17.08
57,-91.60000,31.60000,49.08,14.96
58,-91.60000,31.10000,42.98,13.10
59,-93.80000,32.10000,345.18,105.21
60,-94.00000,32.00000,227.53,69.35
61,-93.60000,32.10000,193.04,58.84
62,-91.20000,32.80000,96.42,29.39
63,-92.30000,30.90000,48.23,14.70
64,-92.40000,31.50000,185.20,56.45
65,-91.70000,30.00000,2.13,0.65
66,-91.20000,30.30000,18.54,5.65
67,-91.10000,30.20000,25.98,7.92
68,-91.20000,30.10000,3.41,1.04
69,-92.00000,32.40000,63.12,19.24
70,-92.10000,32.40000,65.91,20.09
71,-91.40000,32.40000,71.33,21.74
72,-91.90000,32.60000,66.77,20.35
73,-93.10000,31.90000,119.29,36.36
74,-93.00000,31.90000,99.21,30.24
75,-93.00000,32.10000,241.67,73.66
76,-93.10000,32.00000,204.27,62.26
77,-90.80000,29.90000,0.89,0.27
78,-90.40000,29.40000,-1.15,-0.35
79,-90.90000,29.80000,7.55,2.30
80,-92.00000,31.60000,46.26,14.10
81,-92.20000,31.60000,201.57,61.44
82,-92.60000,32.50000,273.59,83.39
83,-92.60000,32.60000,302.89,92.32
84,-89.60000,29.80000,1.54,0.47
85,-90.80000,30.70000,133.63,40.73
86,-90.60000,30.00000,1.77,0.54
87,-92.20000,30.50000,56.30,17.16
88,-91.70000,30.20000,0.79,0.24
89,-91.70000,30.30000,10.63,3.24
90,-91.60000,29.90000,6.66,2.03
91,-91.60000,29.80000,1.35,0.41
92,-91.50000,29.90000,2.20,0.67
93,-91.30000,29.70000,1.28,0.39
94,-91.80000,29.70000,0.00,0.00
95,-91.40000,29.70000,-1.02,-0.31
96,-91.70000,29.80000,1.64,0.50
97,-91.50000,29.70000,1.90,0.58
98,-90.00000,30.60000,125.98,38.40
99,-90.10000,30.60000,134.88,41.11
100,-89.90000,30.60000,78.77,24.01
101,-89.90000,30.40000,33.66,10.26
102,-91.20000,31.90000,49.21,15.00
103,-91.20000,32.10000,79.36,24.19
104,-90.90000,29.30000,2.10,0.64
105,-90.80000,29.30000,0.62,0.19
106,-92.40000,32.80000,106.23,32.38
107,-92.40000,32.60000,195.34,59.54
108,-92.40000,32.70000,166.31,50.69
109,-92.50000,32.70000,177.49,54.10
110,-92.40000,29.60000,1.84,0.56
111,-92.50000,29.60000,0.85,0.26
112,-92.30000,30.10000,15.81,4.82
113,-92.30000,29.70000,1.15,0.35
114,-92.00000,29.80000,1.31,0.40
115,-92.50000,29.70000,0.00,0.00
116,-92.40000,29.70000,1.61,0.49
117,-93.30000,31.20000,314.44,95.84
118,-93.10000,31.20000,286.32,87.27
119,-93.20000,31.10000,300.36,91.55
120,-93.30000,31.10000,238.45,72.68
121,-93.50000,31.10000,145.96,44.49
122,-89.80000,30.90000,111.06,33.85
123,-90.20000,30.80000,219.72,66.97
124,-89.90000,30.80000,167.72,51.12
125,-90.00000,30.80000,173.82,52.98
126,-93.40000,32.40000,135.33,41.25
127,-93.30000,32.50000,162.14,49.42
128,-93.40000,32.50000,207.41,63.22
129,-91.50000,32.60000,94.19,28.71
130,-91.40000,30.90000,160.56,48.94
131,-91.60000,31.00000,50.95,15.53
132,-91.50000,30.80000,51.38,15.66
133,-92.90000,31.90000,103.64,31.59
134,-92.60000,31.90000,95.77,29.19
135,-92.10000,32.70000,86.35,26.32
136,-92.00000,32.50000,65.49,19.96
137,-92.10000,32.30000,70.73,21.56
138,-92.00000,32.70000,76.61,23.35
139,-89.40000,29.20000,-1.97,-0.60
140,-89.30000,29.20000,-1.97,-0.60
141,-91.70000,30.90000,40.65,12.39
142,-91.60000,30.70000,22.41,6.83
143,-92.10000,31.30000,42.42,12.93
144,-92.60000,31.40000,83.33,25.40
145,-92.60000,31.10000,155.28,47.33
146,-92.10000,31.40000,44.03,13.42
147,-92.90000,31.40000,245.01,74.68
148,-91.70000,32.60000,85.50,26.06
149,-91.80000,32.40000,75.16,22.91
150,-91.70000,32.50000,80.71,24.60
151,-91.50000,32.50000,81.50,24.84
152,-93.50000,31.60000,298.85,91.09
153,-70.60000,43.10000,0.00,0.00
154,-68.60000,45.00000,119.65,36.47
155,-68.70000,45.70000,557.02,169.78
156,-68.60000,45.30000,241.60,73.64
157,-70.00000,43.90000,123.79,37.73
158,-70.40000,43.60000,49.08,14.96
159,-68.50000,45.60000,283.89,86.53
160,-70.50000,44.20000,597.93,182.25
161,-70.90000,44.00000,366.37,111.67
162,-70.30000,43.80000,144.91,44.17
163,-70.60000,43.90000,259.71,79.16
164,-70.30000,43.40000,0.00,0.00
165,-68.60000,47.00000,610.37,186.04
166,-68.60000,47.10000,761.71,232.17
167,-68.60000,47.20000,682.58,208.05
168,-69.80000,44.30000,384.45,117.18
169,-69.80000,44.10000,91.01,27.74
170,-69.60000,44.60000,120.73,36.80
171,-67.90000,44.60000,110.99,33.83
172,-70.00000,44.20000,180.94,55.15
173,-68.40000,44.50000,216.60,66.02
174,-70.80000,43.40000,502.33,153.11
175,-70.90000,43.30000,176.12,53.68
176,-70.30000,44.10000,416.44,126.93
177,-70.10000,44.00000,101.38,30.90
178,-70.80000,43.10000,44.03,13.42
179,-70.80000,43.30000,196.03,59.75
180,-68.80000,44.60000,187.07,57.02
181,-76.30000,39.40000,32.19,9.81
182,-79.00000,39.60000,2540.94,774.48
183,-78.60000,39.50000,608.86,185.58
184,-78.90000,39.70000,1512.24,460.93
185,-76.50000,39.10000,53.38,16.27
186,-76.60000,39.10000,111.68,34.04
187,-76.60000,39.00000,137.11,41.79
188,-76.60000,38.90000,135.20,41.21
189,-76.70000,39.20000,110.30,33.62
190,-76.40000,39.00000,0.00,0.00
191,-76.60000,39.60000,584.88,178.27
192,-76.80000,39.40000,474.84,144.73
193,-76.70000,39.50000,439.44,133.94
194,-76.60000,39.50000,429.36,130.87
195,-76.70000,39.40000,488.58,148.92
196,-75.20000,38.30000,9.65,2.94
197,-76.60000,38.40000,33.37,10.17
198,-76.60000,38.70000,180.28,54.95
199,-76.50000,38.50000,0.00,0.00
200,-77.10000,39.60000,526.90,160.60
201,-76.90000,39.60000,757.22,230.80
202,-76.00000,39.60000,306.86,93.53
203,-75.90000,39.60000,110.17,33.58
204,-76.00000,39.40000,63.85,19.46
205,-75.80000,39.60000,73.43,22.38
206,-77.70000,39.70000,613.55,187.01
207,-77.70000,39.60000,512.66,156.26
208,-75.90000,39.50000,17.72,5.40
209,-75.90000,39.40000,52.82,16.10
210,-76.00000,39.70000,363.65,110.84
211,-77.80000,39.70000,528.61,161.12
212,-78.20000,39.70000,583.99,178.00
213,-77.80000,39.40000,466.86,142.30
214,-77.80000,39.50000,424.44,129.37
215,-77.70000,39.50000,432.12,131.71
216,-76.10000,39.70000,289.24,88.16
217,-77.10000,38.60000,153.74,46.86
218,-76.90000,38.30000,-0.89,-0.27
219,-76.80000,38.30000,76.25,23.24
220,-77.20000,38.40000,75.26,22.94
221,-76.70000,38.50000,0.98,0.30
222,-76.20000,38.40000,1.05,0.32
223,-76.10000,38.20000,0.00,0.00
224,-76.00000,38.30000,-0.66,-0.20
225,-76.00000,38.60000,8.46,2.58
226,-77.50000,39.30000,307.97,93.87
227,-77.50000,39.50000,1699.38,517.97
228,-79.20000,39.70000,2712.37,826.73
229,-79.30000,39.40000,2698.33,822.45
230,-79.50000,39.40000,2705.87,824.75
231,-79.40000,39.50000,2622.34,799.29
232,-79.20000,39.40000,2291.50,698.45
233,-79.40000,39.70000,1440.68,439.12
234,-76.10000,39.50000,0.00,0.00
235,-76.30000,39.70000,407.68,124.26
236,-76.30000,39.60000,379.17,115.57
237,-76.40000,39.50000,459.88,140.17
238,-76.20000,39.60000,262.80,80.10
239,-76.90000,39.30000,442.78,134.96
240,-76.20000,39.20000,36.65,11.17
241,-76.20000,39.10000,8.20,2.50
242,-76.20000,38.70000,5.81,1.77
243,-76.10000,38.70000,16.01,4.88
244,-76.10000,38.80000,16.44,5.01
245,-76.20000,39.30000,0.00,0.00
246,-76.30000,39.20000,0.00,0.00
247,-77.30000,39.20000,435.33,132.69
248,-77.20000,39.10000,461.65,140.71
249,-77.50000,39.20000,290.98,88.69
250,-76.00000,38.10000,0.00,0.00
251,-75.70000,38.20000,2.20,0.67
252,-75.80000,38.20000,5.18,1.58
253,-76.90000,39.10000,367.26,111.94
254,-77.00000,38.80000,184.09,56.11
255,-76.70000,38.80000,54.49,16.61
256,-76.80000,38.90000,104.59,31.88
257,-76.70000,38.60000,85.66,26.11
258,-76.80000,38.20000,0.00,0.00
259,-76.40000,38.20000,83.33,25.40
260,-76.50000,38.20000,109.55,33.39
261,-76.50000,38.40000,93.70,28.56
262,-76.40000,38.90000,0.00,0.00
263,-76.40000,38.80000,0.00,0.00
