"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-76.60000,43.10000,436.25,132.97
2,-76.70000,42.60000,830.45,253.12
3,-78.70000,42.30000,1776.35,541.43
4,-78.30000,42.50000,1867.03,569.07
5,-78.70000,42.10000,1983.89,604.69
6,-78.40000,42.00000,2029.17,618.49
7,-78.30000,42.00000,1432.28,436.56
8,-78.50000,42.10000,1419.62,432.70
9,-79.00000,42.50000,874.57,266.57
10,-75.60000,42.20000,1076.97,328.26
11,-75.60000,42.10000,1579.95,481.57
12,-75.70000,42.10000,1505.77,458.96
13,-77.70000,42.60000,1138.19,346.92
14,-75.80000,43.10000,409.51,124.82
15,-75.80000,43.20000,369.23,112.54
16,-75.90000,42.90000,1231.23,375.28
17,-76.00000,43.20000,369.23,112.54
18,-75.60000,43.10000,500.07,152.42
19,-75.80000,42.90000,1421.95,433.41
20,-77.70000,43.20000,449.15,136.90
21,-77.80000,43.20000,475.30,144.87
22,-77.70000,43.10000,521.56,158.97
23,-77.50000,43.20000,437.53,133.36
24,-77.50000,43.00000,560.63,170.88
25,-77.50000,43.10000,426.44,129.98
26,-77.60000,43.20000,414.96,126.48
27,-77.60000,43.10000,508.37,154.95
28,-74.30000,42.80000,1216.80,370.88
29,-74.60000,42.90000,627.46,191.25
30,-74.40000,42.90000,523.82,159.66
31,-74.70000,43.00000,333.04,101.51
32,-73.50000,40.60000,-4.92,-1.50
33,-75.80000,42.20000,1329.30,405.17
34,-76.00000,42.00000,1114.67,339.75
35,-76.00000,42.30000,1186.78,361.73
36,-77.70000,42.30000,1923.65,586.33
37,-78.00000,42.10000,2171.10,661.75
38,-78.10000,42.50000,1415.39,431.41
39,-78.00000,42.20000,1419.78,432.75
40,-77.80000,42.20000,1950.07,594.38
41,-78.10000,42.40000,1562.01,476.10
42,-77.90000,42.10000,2102.62,640.88
43,-73.80000,42.80000,202.82,61.82
44,-74.00000,42.70000,355.15,108.25
45,-73.80000,42.60000,192.45,58.66
46,-73.80000,42.70000,279.59,85.22
47,-74.20000,42.60000,1589.83,484.58
48,-75.70000,42.30000,1358.92,414.20
49,-75.50000,42.70000,1067.75,325.45
50,-75.50000,42.60000,1429.59,435.74
51,-73.70000,44.40000,704.07,214.60
52,-73.50000,45.00000,175.36,53.45
53,-73.60000,44.50000,688.35,209.81
54,-73.40000,42.50000,1363.94,415.73
55,-73.50000,42.50000,677.30,206.44
56,-73.50000,42.10000,1882.61,573.82
57,-76.20000,42.40000,1198.69,365.36
58,-76.00000,42.70000,1551.25,472.82
59,-75.10000,44.70000,340.52,103.79
60,-74.80000,44.80000,331.10,100.92
61,-73.70000,42.90000,184.25,56.16
62,-73.60000,43.10000,294.75,89.84
63,-73.90000,42.90000,354.00,107.90
64,-73.60000,43.00000,95.67,29.16
65,-73.60000,42.90000,156.04,47.56
66,-73.80000,43.10000,345.70,105.37
67,-73.70000,43.00000,363.88,110.91
68,-74.00000,42.90000,864.17,263.40
69,-74.10000,42.80000,998.52,304.35
70,-74.30000,42.60000,1157.58,352.83
71,-74.60000,42.60000,2250.23,685.87
72,-74.30000,42.70000,649.34,197.92
73,-74.40000,42.70000,1051.05,320.36
74,-74.50000,42.40000,1917.19,584.36
75,-74.40000,42.80000,1060.53,323.25
76,-77.10000,42.20000,1533.66,467.46
77,-77.40000,42.40000,1261.32,384.45
78,-77.20000,42.20000,1398.39,426.23
79,-77.20000,42.10000,1490.75,454.38
80,-77.20000,42.40000,1427.33,435.05
81,-77.30000,42.30000,1274.31,388.41
82,-77.30000,42.10000,1552.26,473.13
83,-77.50000,42.40000,1576.64,480.56
84,-73.30000,40.90000,101.28,30.87
85,-72.70000,40.90000,45.37,13.83
86,-73.30000,40.60000,0.00,0.00
87,-72.50000,41.00000,20.34,6.20
88,-72.30000,41.10000,0.00,0.00
89,-72.20000,41.00000,126.31,38.50
90,-72.40000,41.00000,0.00,0.00
91,-72.50000,41.10000,0.00,0.00
92,-71.90000,41.10000,0.00,0.00
93,-71.90000,41.00000,-9999,-9999
94,-73.30000,40.80000,119.55,36.44
95,-72.00000,41.00000,0.00,0.00
96,-72.80000,40.70000,0.00,0.00
97,-72.60000,41.00000,0.00,0.00
98,-72.30000,41.20000,0.00,0.00
99,-73.10000,41.00000,0.00,0.00
100,-72.50000,40.80000,0.00,0.00
101,-75.10000,41.60000,1239.24,377.72
102,-74.90000,41.50000,1030.94,314.23
103,-74.80000,41.90000,1581.63,482.08
104,-75.00000,41.80000,983.53,299.78
105,-75.10000,41.90000,1628.44,496.35
106,-75.00000,41.70000,1163.94,354.77
107,-75.10000,41.70000,1211.35,369.22
108,-76.30000,42.20000,1347.64,410.76
109,-76.40000,42.20000,1474.18,449.33
110,-76.40000,42.10000,1425.49,434.49
111,-76.50000,42.40000,1163.02,354.49
112,-76.30000,42.50000,1105.97,337.10
113,-76.50000,42.60000,930.51,283.62
114,-74.00000,42.00000,160.70,48.98
115,-74.40000,42.10000,2151.15,655.67
116,-74.30000,42.00000,1839.90,560.80
117,-74.00000,41.70000,854.69,260.51
118,-74.20000,41.80000,327.99,99.97
