longitude,latitude
-92.9,38.1
-92.6,37.9
-90.4,38.1
-92.7,37.8
-92.3,38.9
-93.5,39.8
-94.3,36.6
-92.5,38.2
-91.5,38.9
-89.6,36.8
-89.6,36.7
-94.6,36.8
-89.8,36.1
-89.9,36.1
-94.7,39.4
-94.0,39.3
-90.6,37.7
-90.6,37.2
-107.5,46.1
-114.3,48.1
-114.3,48.4
-111.3,45.8
-115.4,48.3
-111.4,47.5
-114.1,46.7
-111.6,46.2
-104.7,47.1
-107.9,46.0
-96.8,40.8
-97.2,41.4
-96.5,40.5
-96.6,41.3
-97.0,40.5
-100.6,40.2
-114.5,36.5
-118.5,39.6
-119.3,38.8
-71.4,42.9
-71.3,43.0
-74.4,40.2
-74.5,40.2
-106.7,34.9
-105.9,32.8
-107.1,32.7
-104.4,36.9
-76.1,42.7
-78.7,42.7
-78.8,42.6
-73.8,44.0
-74.3,43.2
-74.8,42.9
-75.9,42.4
-75.5,43.8
-75.7,43.0
-77.4,43.2
-75.7,42.2
-77.9,43.1
-74.1,42.6
-73.8,42.0
-74.9,44.7
-75.2,44.4
-74.8,44.9
-74.9,44.1
-77.1,42.5
-77.4,42.2
-72.7,41.0
-73.3,43.5
-76.0,43.5
-76.2,43.5
-75.2,42.7
-73.3,42.8
-77.1,35.7
-79.3,35.9
-77.6,34.8
-76.5,35.2
-76.4,36.4
-80.2,35.3
-78.5,36.0
-76.9,36.2
-77.1,36.2
-81.7,35.8
-77.5,35.1
-82.6,35.9
-99.7,48.9
-97.8,46.1
-103.2,46.9
-97.4,48.5
-97.3,48.4
-100.0,46.0
-98.6,48.9
-101.3,48.1
-100.7,47.5
-101.9,47.3
-98.3,48.0
-98.0,46.8
-82.2,40.0
-83.8,41.5
-83.1,40.6
-81.9,41.0
-81.5,39.9
-84.8,39.6
-84.3,40.9
-83.3,39.3
-82.8,38.9
-83.2,38.8
-81.2,39.5
-84.6,41.6
-83.5,41.3
-84.1,40.9
-81.0,40.1
-83.9,39.0
-81.7,40.2
-84.4,41.4
-83.4,39.6
-81.4,39.9
-81.0,40.3
-81.9,40.6
-95.1,35.3
-99.3,34.6
-98.1,36.0
-96.9,35.5
-96.3,35.4
-96.4,34.0
-123.7,44.4
-123.4,44.5
-122.8,45.1
-123.4,45.2
-123.3,45.2
-121.2,45.5
-124.4,43.1
-123.3,43.2
-123.2,42.2
-123.1,42.1
-123.3,42.2
-123.3,42.3
-121.6,42.6
-123.1,44.0
-122.7,44.6
-78.0,41.5
-78.1,41.6
-77.1,40.8
-75.6,41.7
-75.5,41.7
-79.6,41.6
-79.5,41.4
-80.1,40.2
-79.3,40.4
-79.4,40.9
-80.5,40.7
-78.6,40.4
-77.9,40.8
-75.9,39.7
-77.9,41.5
-79.6,41.7
-76.8,40.5
-77.5,40.4
-80.9,34.7
-80.5,32.6
-80.5,32.8
-80.6,33.1
-79.3,33.7
-80.9,32.1
-81.4,33.3
-81.3,33.0
-81.9,33.4
-81.6,34.1
-80.9,34.8
-81.2,35.0
-96.7,42.8
-103.3,43.8
-97.4,45.7
-98.4,45.4
-97.6,44.4
-98.9,43.2
-85.9,35.2
-83.1,36.6
-88.3,35.1
-88.5,35.7
-88.3,35.8
-88.4,35.8
-84.6,35.5
-85.3,36.4
-87.7,35.6
-84.2,36.1
-85.6,36.5
-85.8,36.6
-87.8,35.4
-82.1,36.5
-98.9,30.3
-98.8,30.1
-96.9,33.5
-96.0,30.6
-97.8,28.2
-98.4,34.0
-96.6,33.3
-98.3,29.7
-100.9,35.0
-96.7,32.5
-95.2,33.1
-98.8,28.9
-100.0,32.4
-94.2,30.7
-96.0,32.7
-96.3,29.3
-96.4,29.2
-99.3,26.9
-95.7,32.2
-97.3,32.3
-98.0,29.0
-98.0,28.9
-96.1,32.4
-99.1,29.9
-98.8,30.8
-95.9,30.9
-99.0,29.3
-96.4,32.2
-95.4,32.2
-97.5,32.6
-110.3,39.4
-113.2,37.7
-113.1,37.7
-111.9,40.6
-72.5,43.5
-72.7,44.2
-73.1,43.3
-73.4,44.2
-72.2,44.8
-80.4,37.1
-75.9,37.5
-76.7,37.9
-82.7,36.7
-77.2,36.6
-77.3,36.7
-79.9,37.0
-78.5,38.1
-78.0,38.3
-80.2,37.6
-79.2,37.3
-79.9,37.7
-79.1,37.5
-79.6,38.4
-77.8,37.7
-76.6,36.6
-76.8,36.6
-124.3,48.3
-123.6,48.0
-118.1,46.5
-121.2,47.3
-121.5,46.0
-122.2,46.6
-123.2,47.5
-123.0,47.3
-124.1,46.3
-122.5,47.0
-121.5,48.4
-117.7,48.2
-122.5,46.9
-122.4,48.8
-80.4,39.0
-80.4,38.8
-81.5,38.9
-81.0,38.3
-80.8,38.5
-80.1,38.1
-79.8,39.6
-79.8,39.5
-79.6,39.2
-80.3,38.8
-82.4,38.1
-80.8,39.6
-80.4,37.7
-80.9,38.6
-91.8,45.3
-92.3,45.8
-88.1,44.2
-89.8,43.0
-90.7,43.2
-91.0,42.7
-90.1,43.0
-90.8,44.1
-90.5,45.9
-90.4,43.2
-90.0,43.4
-107.1,44.8
-107.3,44.1
-66.3,17.9
-67.1,18.5
-85.9,31.3
-86.5,33.0
-85.7,32.5
-86.7,34.5
-86.9,34.2
-85.7,31.2
-86.5,34.3
-86.2,34.3
-134.8,58.4
-111.7,34.9
-91.1,34.7
-94.3,34.0
-99.9,44.0
-93.0,35.1
-92.1,34.5
-91.7,34.6
-117.3,33.1
-120.2,37.8
-115.6,32.8
-119.5,37.1
-105.8,40.3
-75.7,39.4
-82.8,30.1
-85.1,29.7
-82.7,29.8
-81.4,27.7
-82.9,30.3
-84.1,30.2
-83.5,33.9
-82.8,31.0
-83.9,33.7
-83.7,33.8
-83.6,32.5
-85.1,32.7
-82.8,31.4
-83.2,30.6
-84.5,33.0
-83.3,33.2
-157.1,21.1
-114.4,42.6
-89.5,41.4
-88.5,42.3
-90.5,42.4
-87.7,39.0
-86.6,40.2
-86.9,41.3
-84.9,40.0
-85.0,40.7
-92.6,43.0
-91.2,41.3
-91.1,41.6
-91.2,42.7
-93.1,42.3
-93.8,41.4
-98.9,38.4
-97.8,39.4
-96.3,37.4
-98.3,38.2
-95.6,39.0
-97.3,39.0
-83.7,38.1
-85.0,37.6
-85.0,37.7
-83.8,37.3
-83.9,37.3
-86.1,37.9
-84.4,37.4
-84.0,37.7
-83.5,37.9
-88.3,36.8
-85.2,37.3
-83.3,37.3
-91.4,31.7
-91.8,30.4
-90.6,30.8
-90.3,30.8
-91.3,30.8
-91.5,32.9
-70.3,44.3
-70.5,43.7
-73.1,42.6
-85.2,42.5
-84.2,43.5
-84.9,42.3
-95.5,46.5
-93.3,44.3
-92.3,46.9
-90.1,35.0
-90.3,32.5
-89.5,32.7
-89.8,32.1
-90.4,32.5
-94.8,39.9
-94.6,39.3
-93.8,37.1
-90.6,37.0
-90.5,37.2
-90.6,37.3
-92.3,37.7
-99.4,40.7
-96.6,41.4
-115.3,36.0
-118.7,39.6
-106.0,33.1
-106.2,35.1
-76.6,42.9
-79.3,42.5
-77.3,43.2
-73.4,42.8
-74.9,42.6
-77.3,42.5
-82.0,36.2
-81.8,36.0
-78.1,34.7
-78.0,35.0
-78.3,35.7
-78.3,35.4
-81.0,35.2
-76.1,35.8
-80.9,36.1
-80.9,40.9
-81.7,39.4
-95.3,35.5
-96.0,36.5
-94.6,35.2
-97.0,36.0
-99.4,34.6
-94.7,35.0
-123.4,43.3
-123.5,43.5
-117.0,44.1
-119.3,45.4
-117.9,45.3
-122.9,44.0
-79.3,40.6
-78.7,41.1
-77.8,39.8
-80.2,41.3
-78.7,40.5
-80.1,33.1
-80.2,33.5
-79.8,34.4
-79.5,33.4
-82.5,35.1
-82.0,34.3
-80.2,34.1
-81.5,33.9
-80.3,33.3
-81.8,34.9
-79.9,34.7
-97.7,44.9
-96.8,43.6
-98.5,45.2
-98.4,43.2
-87.3,36.0
-83.0,36.6
-96.7,28.5
-96.6,29.7
-95.7,29.4
-97.4,29.6
-101.5,35.6
-97.1,31.7
-96.3,33.0
-96.5,29.1
-97.2,33.4
-97.2,28.9
-94.6,31.3
-93.9,30.4
-96.7,29.9
-95.9,30.7
-97.4,29.9
-96.5,30.7
-100.0,30.5
-97.9,28.8
-98.0,28.1
-111.6,39.5
-112.3,40.5
-109.3,40.4
-111.6,40.2
-73.1,44.5
-73.2,43.4
-79.4,37.5
-82.2,37.2
-82.6,37.1
-80.9,36.7
-77.4,38.1
-80.1,37.5
-124.1,46.4
-120.2,46.3
-89.4,43.2
-87.0,45.2
-90.2,43.9
-87.9,44.8
-89.5,44.5
-89.3,44.6
-88.2,42.8
-89.8,43.3
-88.8,44.9
-91.4,46.8
-92.5,45.0
-109.5,41.5
-85.5,33.1
-88.3,32.2
-87.5,34.6
-85.6,31.5
-85.9,34.3
-85.9,31.0
-86.8,33.7
-87.2,34.5
-87.3,34.7
-88.3,30.7
-88.3,30.9
-87.3,31.5
