"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-79.80000,36.00000,828.58,252.55
2,-79.90000,36.10000,882.61,269.02
3,-80.00000,35.90000,821.82,250.49
4,-79.70000,36.00000,743.83,226.72
5,-82.90000,35.60000,2663.98,811.98
6,-82.30000,35.50000,2705.68,824.69
7,-77.00000,36.50000,63.22,19.27
8,-77.10000,36.40000,75.62,23.05
9,-79.40000,35.00000,259.51,79.10
10,-76.10000,35.50000,0.36,0.11
11,-76.40000,35.60000,8.30,2.53
12,-76.30000,35.60000,5.94,1.81
13,-78.30000,35.60000,212.93,64.90
14,-78.50000,35.70000,246.33,75.08
15,-78.40000,35.60000,254.82,77.67
16,-78.50000,35.40000,154.86,47.20
17,-77.80000,35.30000,97.64,29.76
18,-77.70000,35.00000,109.88,33.49
19,-82.00000,35.60000,1384.19,421.90
20,-82.70000,35.80000,1805.45,550.30
21,-77.30000,35.80000,73.10,22.28
22,-80.90000,35.50000,757.09,230.76
23,-82.10000,35.90000,3352.62,1021.88
24,-78.00000,36.00000,207.97,63.39
25,-97.30000,48.90000,796.56,242.79
26,-97.20000,49.00000,785.63,239.46
27,-97.00000,46.70000,925.62,282.13
28,-99.20000,48.40000,1459.28,444.79
29,-97.60000,46.60000,1134.55,345.81
30,-101.80000,48.80000,1610.63,490.92
31,-96.90000,46.10000,1049.70,319.95
32,-98.70000,47.00000,1488.62,453.73
33,-99.20000,47.80000,1537.53,468.64
34,-97.90000,48.30000,1272.67,387.91
35,-101.10000,48.20000,1623.10,494.72
36,-96.90000,47.10000,881.40,268.65
37,-97.10000,46.80000,913.35,278.39
38,-101.50000,47.90000,2056.00,626.67
39,-101.60000,48.40000,1791.93,546.18
40,-103.70000,48.40000,2102.85,640.95
41,-101.40000,47.60000,1851.84,564.44
42,-97.90000,46.90000,1468.37,447.56
43,-98.80000,48.00000,1495.64,455.87
44,-99.10000,48.10000,1446.33,440.84
45,-100.70000,46.80000,1647.31,502.10
46,-81.10000,41.80000,642.85,195.94
47,-82.40000,38.60000,684.84,208.74
48,-82.50000,38.50000,835.79,254.75
49,-82.30000,38.50000,518.90,158.16
50,-82.70000,40.30000,1185.86,361.45
51,-82.00000,41.40000,711.38,216.83
52,-82.10000,41.20000,832.35,253.70
53,-83.70000,41.60000,628.71,191.63
54,-80.60000,41.10000,1078.67,328.78
55,-80.80000,41.00000,1170.31,356.71
56,-83.20000,40.40000,909.97,277.36
57,-82.00000,41.00000,946.75,288.57
58,-82.00000,39.10000,751.41,229.03
59,-84.60000,40.50000,876.80,267.25
60,-84.40000,39.60000,860.33,262.23
61,-82.10000,39.90000,980.22,298.77
62,-82.80000,41.50000,568.44,173.26
63,-82.30000,39.80000,1004.56,306.19
64,-83.10000,39.10000,966.24,294.51
65,-81.30000,41.10000,1092.06,332.86
66,-84.70000,39.60000,1064.99,324.61
67,-84.10000,41.10000,737.01,224.64
68,-82.60000,40.70000,1201.74,366.29
69,-83.10000,39.30000,679.46,207.10
70,-82.90000,41.30000,739.67,225.45
71,-82.80000,38.70000,603.28,183.88
72,-83.10000,38.90000,802.23,244.52
73,-83.20000,41.10000,782.09,238.38
74,-84.40000,40.30000,1005.58,306.50
75,-84.20000,40.20000,966.63,294.63
76,-81.50000,40.80000,1086.12,331.05
77,-81.40000,40.70000,1018.93,310.57
78,-81.50000,41.00000,1080.41,329.31
79,-83.40000,40.20000,1004.59,306.20
80,-84.60000,40.70000,816.96,249.01
81,-84.60000,40.90000,764.83,233.12
82,-84.50000,40.90000,760.20,231.71
83,-82.60000,39.30000,943.60,287.61
84,-81.30000,39.50000,832.35,253.70
85,-81.60000,39.40000,790.88,241.06
86,-82.10000,40.70000,1026.31,312.82
87,-83.60000,41.40000,666.31,203.09
88,-83.40000,41.20000,742.72,226.38
89,-83.30000,40.90000,821.16,250.29
90,-83.50000,38.70000,506.92,154.51
91,-83.50000,38.90000,892.62,272.07
92,-84.10000,40.70000,886.25,270.13
93,-80.60000,42.00000,570.31,173.83
94,-84.20000,40.60000,892.75,272.11
95,-84.40000,40.60000,847.70,258.38
96,-84.60000,39.60000,1023.98,312.11
97,-83.80000,40.10000,990.19,301.81
98,-84.00000,40.00000,1073.43,327.18
99,-84.20000,39.10000,749.41,228.42
100,-84.10000,38.80000,831.43,253.42
101,-84.30000,38.90000,647.61,197.39
102,-84.10000,39.20000,863.98,263.34
103,-80.70000,40.90000,1063.45,324.14
104,-80.60000,40.70000,1118.34,340.87
105,-81.70000,41.40000,872.70,266.00
106,-84.60000,40.00000,1069.39,325.95
107,-84.50000,40.20000,963.98,293.82
108,-84.30000,41.30000,724.11,220.71
109,-82.50000,41.40000,570.14,173.78
110,-82.40000,39.70000,876.64,267.20
111,-83.00000,39.90000,689.80,210.25
112,-83.00000,40.10000,913.16,278.33
113,-83.20000,39.80000,926.90,282.52
114,-83.90000,41.60000,689.37,210.12
115,-82.20000,38.90000,603.94,184.08
116,-81.30000,41.60000,1022.57,311.68
117,-81.10000,41.50000,1129.00,344.12
118,-81.60000,40.20000,836.84,255.07
119,-81.30000,40.00000,1132.58,345.21
120,-81.70000,40.10000,1042.06,317.62
121,-81.50000,40.00000,802.82,244.70
122,-83.60000,40.60000,1011.65,308.35
123,-84.10000,41.40000,670.31,204.31
124,-84.10000,41.30000,688.94,209.99
125,-84.10000,41.20000,723.95,220.66
126,-82.70000,39.50000,779.59,237.62
127,-82.40000,39.50000,826.80,252.01
128,-82.30000,39.40000,984.88,300.19
129,-82.00000,40.60000,1041.70,317.51
130,-82.60000,39.20000,773.92,235.89
131,-82.60000,38.90000,842.09,256.67
132,-81.20000,41.80000,568.44,173.26
133,-95.20000,36.60000,691.83,210.87
134,-98.50000,34.70000,1372.61,418.37
135,-94.70000,36.40000,1047.24,319.20
136,-98.60000,34.80000,1542.39,470.12
137,-97.30000,36.90000,1047.44,319.26
138,-99.00000,34.70000,1459.06,444.72
139,-97.70000,35.10000,1299.05,395.95
140,-97.50000,35.10000,1190.45,362.85
141,-96.80000,34.10000,836.45,254.95
142,-95.30000,36.40000,650.89,198.39
143,-95.40000,36.30000,645.05,196.61
144,-97.30000,35.20000,1056.69,322.08
145,-94.80000,36.10000,1061.75,323.62
146,-95.00000,36.10000,831.86,253.55
147,-94.90000,36.00000,818.31,249.42
148,-97.40000,35.50000,1200.72,365.98
149,-97.20000,34.20000,893.90,272.46
150,-97.50000,35.70000,1135.56,346.12
151,-96.00000,35.50000,718.21,218.91
152,-97.90000,35.50000,1333.89,406.57
153,-98.20000,35.60000,1485.83,452.88
154,-96.20000,36.60000,839.63,255.92
155,-94.90000,36.80000,795.73,242.54
156,-94.70000,36.80000,763.09,232.59
157,-94.80000,37.00000,827.00,252.07
158,-98.40000,35.50000,1614.57,492.12
159,-98.30000,35.00000,1392.65,424.48
160,-98.40000,36.90000,1206.89,367.86
161,-95.80000,36.10000,745.83,227.33
162,-98.60000,36.70000,1387.70,422.97
163,-97.90000,34.60000,1177.59,358.93
164,-95.90000,36.70000,731.46,222.95
165,-95.60000,36.40000,676.08,206.07
166,-95.70000,36.20000,572.41,174.47
167,-95.60000,35.90000,613.39,186.96
168,-95.40000,36.00000,595.93,181.64
169,-95.80000,36.40000,590.75,180.06
170,-123.80000,46.20000,0.62,0.19
171,-123.50000,45.90000,859.74,262.05
172,-124.00000,45.80000,0.00,0.00
173,-124.00000,45.90000,0.00,0.00
174,-123.30000,46.10000,711.06,216.73
175,-123.60000,45.10000,922.70,281.24
176,-123.10000,45.50000,160.47,48.91
177,-121.30000,45.70000,80.25,24.46
178,-117.30000,45.40000,3882.22,1183.30
179,-123.90000,45.60000,520.18,158.55
180,-123.80000,45.70000,662.86,202.04
181,-123.00000,46.10000,575.79,175.50
182,-124.20000,43.60000,130.87,39.89
183,-124.20000,43.30000,112.27,34.22
184,-122.40000,45.50000,398.56,121.48
185,-120.70000,44.30000,3100.46,945.02
186,-124.30000,42.50000,51.71,15.76
187,-123.90000,45.10000,952.17,290.22
188,-124.50000,42.70000,0.00,0.00
189,-119.00000,43.60000,4150.62,1265.11
190,-122.90000,42.20000,4611.32,1405.53
191,-122.60000,42.20000,2777.03,846.44
192,-123.60000,42.50000,1885.73,574.77
193,-123.40000,42.40000,1117.45,340.60
194,-123.70000,42.10000,1459.68,444.91
195,-122.10000,42.40000,5550.23,1691.71
196,-120.40000,42.20000,4741.17,1445.11
197,-123.30000,44.10000,377.62,115.10
198,-124.10000,44.00000,73.75,22.48
199,-123.40000,44.10000,854.53,260.46
200,-124.00000,44.60000,149.67,45.62
201,-123.90000,44.60000,315.91,96.29
202,-124.00000,44.80000,134.97,41.14
203,-123.10000,44.60000,208.07,63.42
204,-122.90000,44.50000,370.60,112.96
205,-122.90000,45.00000,188.19,57.36
206,-122.90000,45.10000,184.25,56.16
207,-122.50000,44.80000,1285.60,391.85
208,-122.10000,44.70000,2008.37,612.15
209,-122.80000,45.00000,257.55,78.50
210,-77.20000,40.30000,717.52,218.70
211,-77.10000,40.60000,622.24,189.66
212,-75.10000,41.50000,1327.69,404.68
213,-75.30000,41.30000,1557.58,474.75
214,-77.90000,42.00000,1757.87,535.80
215,-78.10000,41.90000,1633.01,497.74
216,-76.50000,40.60000,927.99,282.85
217,-76.20000,40.90000,1085.47,330.85
218,-76.00000,40.90000,1725.75,526.01
219,-76.10000,40.80000,1333.56,406.47
220,-77.00000,40.70000,561.52,171.15
221,-77.20000,40.70000,1998.33,609.09
222,-78.90000,40.00000,2247.64,685.08
223,-79.00000,40.20000,1883.60,574.12
224,-79.10000,40.00000,2183.66,665.58
225,-79.00000,39.90000,2193.47,668.57
226,-78.80000,40.10000,2210.30,673.70
227,-79.20000,39.90000,1815.42,553.34
228,-76.50000,41.40000,1891.54,576.54
229,-76.70000,41.40000,1146.13,349.34
230,-75.90000,41.70000,1293.24,394.18
231,-75.90000,41.80000,1668.14,508.45
232,-75.70000,41.80000,1487.34,453.34
233,-75.50000,42.00000,1546.10,471.25
234,-76.10000,41.80000,1066.99,325.22
235,-76.10000,42.00000,1818.34,554.23
236,-77.30000,42.00000,1286.81,392.22
237,-77.40000,41.80000,2229.92,679.68
238,-77.30000,41.70000,1823.62,555.84
239,-77.30000,41.90000,1614.27,492.03
240,-79.20000,41.90000,1711.45,521.65
241,-80.20000,40.10000,1147.34,349.71
242,-80.00000,40.20000,1253.28,382.00
243,-75.30000,41.80000,1545.83,471.17
244,-75.40000,41.70000,1358.79,414.16
245,-75.50000,41.90000,1765.06,537.99
246,-75.30000,41.50000,1318.77,401.96
247,-79.40000,40.10000,1726.02,526.09
248,-79.50000,40.40000,1275.00,388.62
249,-79.50000,40.50000,1221.75,372.39
250,-76.20000,41.50000,2222.57,677.44
251,-76.80000,39.90000,557.84,170.03
252,-76.40000,39.80000,493.80,150.51
