"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-98.90000,43.10000,1651.02,503.23
2,-97.50000,42.90000,1334.22,406.67
3,-89.40000,36.10000,342.49,104.39
4,-82.80000,36.20000,1668.77,508.64
5,-88.00000,35.30000,640.91,195.35
6,-83.90000,36.10000,1083.79,330.34
7,-89.40000,35.80000,342.62,104.43
8,-89.50000,35.70000,403.35,122.94
9,-87.30000,35.20000,958.83,292.25
10,-87.40000,35.30000,978.28,298.18
11,-86.30000,35.10000,909.45,277.20
12,-85.90000,36.50000,971.00,295.96
13,-87.90000,35.60000,746.42,227.51
14,-84.70000,35.70000,736.52,224.49
15,-82.20000,36.30000,1971.16,600.81
16,-87.00000,36.30000,677.69,206.56
17,-86.40000,35.50000,837.99,255.42
18,-86.30000,35.50000,999.93,304.78
19,-88.60000,35.60000,452.00,137.77
20,-83.20000,35.90000,1321.00,402.64
21,-89.70000,35.50000,354.46,108.04
22,-86.20000,35.90000,761.32,232.05
23,-88.00000,36.40000,367.88,112.13
24,-87.80000,36.30000,684.51,208.64
25,-88.70000,36.30000,447.51,136.40
26,-82.40000,36.60000,1643.47,500.93
27,-99.10000,30.40000,2007.81,611.98
28,-97.40000,28.70000,182.68,55.68
29,-96.70000,33.90000,618.44,188.50
30,-95.80000,30.30000,369.59,112.65
31,-95.80000,31.80000,329.13,100.32
32,-94.50000,31.20000,216.37,65.95
33,-98.60000,29.00000,495.93,151.16
34,-99.10000,29.80000,1392.19,424.34
35,-97.70000,28.30000,158.04,48.17
36,-98.40000,29.30000,564.67,172.11
37,-98.20000,30.80000,1389.60,423.55
38,-98.20000,30.50000,862.66,262.94
39,-98.50000,32.00000,1195.96,364.53
40,-99.70000,31.60000,1549.02,472.14
41,-95.50000,33.40000,383.30,116.83
42,-97.50000,29.00000,310.83,94.74
43,-98.20000,32.30000,1286.48,392.12
44,-95.30000,33.40000,334.81,102.05
45,-96.20000,31.70000,491.77,149.89
46,-95.00000,32.70000,466.83,142.29
47,-100.10000,29.60000,1692.09,515.75
48,-96.30000,30.10000,275.52,83.98
49,-99.40000,34.10000,1263.35,385.07
50,-97.70000,30.70000,814.21,248.17
51,-97.70000,30.60000,848.00,258.47
52,-97.80000,30.60000,986.48,300.68
53,-95.20000,32.70000,339.30,103.42
54,-94.60000,32.50000,349.21,106.44
55,-94.40000,32.50000,349.97,106.67
56,-98.00000,30.10000,919.72,280.33
57,-97.30000,32.00000,660.76,201.40
58,-102.40000,33.60000,3538.39,1078.50
59,-96.20000,33.10000,540.29,164.68
60,-94.00000,29.80000,2.62,0.80
61,-97.40000,32.20000,672.18,204.88
62,-97.80000,28.80000,378.81,115.46
63,-99.30000,30.20000,2164.50,659.74
64,-97.90000,27.40000,64.50,19.66
65,-98.00000,31.10000,985.40,300.35
66,-98.10000,31.10000,1063.29,324.09
