"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-84.10000,37.00000,1153.51,351.59
2,-83.80000,36.70000,1384.02,421.85
3,-83.00000,37.00000,1729.33,527.10
4,-83.30000,36.80000,1868.04,569.38
5,-84.50000,37.90000,932.28,284.16
6,-86.30000,37.80000,706.36,215.30
7,-83.20000,36.90000,1889.96,576.06
8,-84.40000,38.30000,887.96,270.65
9,-85.80000,37.40000,782.02,238.36
10,-85.00000,38.40000,566.67,172.72
11,-93.00000,30.50000,41.37,12.61
12,-91.00000,29.80000,1.57,0.48
13,-93.50000,30.80000,129.56,39.49
14,-93.60000,30.90000,252.69,77.02
15,-93.20000,30.70000,149.77,45.65
16,-93.60000,32.60000,218.60,66.63
17,-93.60000,32.50000,159.32,48.56
18,-93.60000,32.90000,271.33,82.70
19,-94.00000,32.40000,349.61,106.56
20,-93.50000,30.30000,26.48,8.07
21,-93.50000,30.10000,5.12,1.56
22,-92.00000,32.10000,56.99,17.37
23,-91.20000,33.00000,99.18,30.23
24,-91.40000,32.60000,84.35,25.71
25,-92.40000,31.60000,173.23,52.80
26,-93.10000,31.70000,105.68,32.21
27,-93.20000,31.80000,137.27,41.84
28,-92.70000,30.30000,16.54,5.04
29,-92.90000,30.30000,33.01,10.06
30,-92.10000,31.60000,79.66,24.28
31,-92.70000,32.70000,193.83,59.08
32,-92.00000,30.60000,29.17,8.89
33,-92.00000,30.70000,32.25,9.83
34,-91.20000,32.00000,60.01,18.29
35,-91.00000,29.60000,0.95,0.29
36,-93.50000,30.90000,106.53,32.47
37,-90.10000,30.70000,183.83,56.03
38,-89.80000,30.80000,73.43,22.38
39,-93.40000,33.00000,185.89,56.66
40,-93.50000,33.00000,241.21,73.52
41,-93.30000,32.60000,233.14,71.06
42,-91.30000,30.40000,8.07,2.46
43,-92.70000,31.90000,174.64,53.23
44,-92.20000,32.60000,57.51,17.53
45,-91.70000,31.00000,45.64,13.91
46,-91.60000,30.60000,23.23,7.08
47,-92.20000,31.30000,70.05,21.35
48,-92.30000,31.40000,104.92,31.98
49,-91.50000,32.40000,90.88,27.70
50,-70.60000,43.50000,236.52,72.09
51,-70.30000,43.70000,99.11,30.21
52,-70.50000,43.50000,50.85,15.50
53,-70.30000,43.60000,41.40,12.62
54,-70.40000,43.80000,250.89,76.47
55,-68.70000,47.20000,1067.81,325.47
56,-68.50000,46.80000,609.91,185.90
57,-69.60000,43.90000,117.85,35.92
58,-69.30000,43.80000,0.00,0.00
59,-69.80000,43.70000,0.00,0.00
60,-69.80000,44.70000,249.41,76.02
61,-69.30000,45.00000,302.69,92.26
62,-68.90000,44.50000,177.17,54.00
63,-69.80000,43.80000,79.07,24.10
64,-69.90000,44.50000,242.42,73.89
65,-70.10000,44.40000,378.71,115.43
66,-70.20000,44.10000,259.84,79.20
67,-68.70000,44.60000,19.49,5.94
68,-78.60000,39.60000,924.25,281.71
69,-78.90000,39.50000,1009.88,307.81
70,-76.80000,39.50000,512.83,156.31
71,-76.40000,38.30000,12.43,3.79
72,-75.80000,39.00000,46.52,14.18
73,-75.80000,38.70000,42.36,12.91
74,-77.00000,39.60000,-9999,-9999
75,-77.70000,39.30000,1131.20,344.79
76,-76.80000,38.60000,193.01,58.83
77,-76.90000,38.40000,11.42,3.48
78,-77.20000,38.60000,-0.89,-0.27
79,-76.10000,38.40000,-1.18,-0.36
80,-79.20000,39.60000,2533.33,772.16
81,-79.30000,39.30000,2263.68,689.97
82,-77.10000,39.30000,604.17,184.15
83,-75.90000,39.30000,75.56,23.03
84,-76.00000,38.00000,0.95,0.29
85,-75.90000,38.10000,0.00,0.00
86,-76.60000,38.30000,85.99,26.21
87,-75.90000,39.20000,54.89,16.73
88,-70.10000,41.80000,0.00,0.00
89,-71.00000,41.70000,78.15,23.82
90,-72.50000,42.40000,239.73,73.07
91,-72.40000,42.20000,381.04,116.14
92,-72.40000,42.10000,661.42,201.60
93,-73.00000,42.30000,1399.25,426.49
94,-72.90000,42.30000,560.50,170.84
95,-72.70000,42.30000,264.30,80.56
96,-72.50000,42.30000,646.69,197.11
97,-71.60000,42.10000,276.57,84.30
98,-72.10000,42.30000,956.30,291.48
99,-71.80000,42.40000,506.63,154.42
100,-71.50000,42.10000,257.22,78.40
101,-71.70000,42.30000,507.28,154.62
102,-72.20000,42.60000,968.41,295.17
103,-83.40000,42.30000,661.48,201.62
104,-83.00000,42.40000,616.63,187.95
105,-84.20000,43.00000,787.17,239.93
106,-85.70000,41.90000,906.66,276.35
