"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-87.70000,43.80000,579.92,176.76
2,-105.00000,42.00000,4945.41,1507.36
3,-67.80000,18.10000,0.00,0.00
4,-85.90000,33.90000,601.77,183.42
5,-88.00000,32.20000,61.78,18.83
6,-87.90000,31.50000,153.05,46.65
7,-86.90000,33.90000,320.90,97.81
8,-85.90000,32.50000,209.42,63.83
9,-87.90000,32.80000,135.86,41.41
10,-87.70000,32.90000,213.25,65.00
11,-87.10000,34.50000,676.54,206.21
12,-87.30000,34.50000,612.07,186.56
13,-86.80000,35.00000,869.55,265.04
14,-86.80000,34.90000,829.76,252.91
15,-86.50000,34.50000,570.80,173.98
16,-87.00000,34.40000,575.82,175.51
17,-85.30000,32.20000,295.47,90.06
18,-86.30000,33.60000,529.13,161.28
19,-87.40000,34.00000,606.14,184.75
20,-88.00000,31.50000,154.53,47.10
21,-149.80000,61.10000,430.71,131.28
22,-150.10000,61.90000,147.64,45.00
23,-146.00000,61.10000,5197.90,1584.32
24,-111.30000,32.30000,2125.33,647.80
25,-112.30000,33.50000,1019.32,310.69
26,-110.70000,32.30000,3510.11,1069.88
27,-114.60000,35.00000,537.40,163.80
28,-111.80000,33.60000,1712.86,522.08
29,-114.40000,34.00000,331.43,101.02
30,-112.00000,33.40000,1131.27,344.81
31,-109.90000,32.30000,4208.07,1282.62
32,-110.70000,33.00000,2418.47,737.15
33,-92.60000,35.30000,548.59,167.21
34,-92.80000,33.50000,192.81,58.77
35,-90.20000,35.50000,227.43,69.32
36,-92.00000,34.90000,295.01,89.92
37,-91.60000,34.00000,166.60,50.78
38,-91.00000,34.80000,193.37,58.94
39,-91.10000,35.90000,252.13,76.85
40,-90.80000,36.10000,258.60,78.82
41,-92.40000,33.10000,127.33,38.81
42,-92.20000,35.00000,543.34,165.61
43,-91.60000,35.20000,225.16,68.63
44,-91.50000,35.40000,410.63,125.16
45,-94.00000,36.30000,1132.55,345.20
46,-93.20000,35.30000,337.53,102.88
47,-91.50000,33.30000,121.69,37.09
48,-91.20000,33.90000,147.77,45.04
49,-90.80000,34.50000,169.78,51.75
50,-121.60000,39.80000,2155.58,657.02
51,-122.20000,39.30000,98.79,30.11
52,-124.20000,41.80000,14.86,4.53
53,-121.90000,39.50000,90.45,27.57
54,-124.10000,41.20000,811.15,247.24
55,-124.10000,41.30000,0.00,0.00
56,-114.70000,33.30000,218.80,66.69
57,-118.40000,34.80000,2582.51,787.15
58,-118.40000,35.30000,3295.90,1004.59
59,-122.50000,38.80000,1049.11,319.77
60,-122.60000,38.70000,1278.54,389.70
61,-118.40000,34.50000,2623.65,799.69
62,-118.10000,34.10000,433.66,132.18
63,-118.10000,34.70000,2379.23,725.19
64,-123.30000,39.40000,1512.01,460.86
65,-119.20000,38.00000,10553.61,3216.74
66,-119.10000,38.00000,6376.44,1943.54
67,-121.80000,36.80000,2.99,0.91
68,-121.60000,36.40000,1739.21,530.11
69,-121.50000,36.60000,238.71,72.76
70,-121.40000,36.30000,2281.69,695.46
71,-121.00000,39.90000,4586.29,1397.90
72,-117.00000,33.80000,1482.12,451.75
73,-117.30000,33.70000,1673.46,510.07
74,-121.40000,36.70000,2744.85,836.63
75,-121.30000,36.80000,954.56,290.95
76,-117.10000,34.00000,2140.91,652.55
77,-117.00000,34.10000,3640.68,1109.68
78,-117.50000,34.10000,1178.44,359.19
79,-117.30000,32.90000,0.00,0.00
80,-117.30000,33.30000,296.65,90.42
81,-121.90000,37.20000,623.95,190.18
82,-121.70000,37.00000,1604.95,489.19
83,-121.70000,40.90000,3339.96,1018.02
84,-120.80000,39.60000,3892.19,1186.34
85,-123.10000,41.80000,2279.40,694.76
86,-122.50000,41.70000,2589.67,789.33
87,-122.50000,41.40000,5917.55,1803.67
88,-123.40000,41.70000,3308.66,1008.48
89,-122.20000,38.20000,521.62,158.99
90,-121.50000,38.80000,38.55,11.75
91,-122.30000,40.20000,471.23,143.63
92,-123.00000,40.70000,3921.72,1195.34
93,-119.40000,34.40000,1391.57,424.15
94,-121.90000,38.80000,53.51,16.31
95,-121.80000,38.80000,33.89,10.33
96,-121.50000,39.00000,65.58,19.99
97,-121.10000,39.40000,1764.96,537.96
98,-104.70000,39.20000,6932.15,2112.92
99,-106.90000,39.70000,7507.28,2288.22
100,-104.40000,38.80000,5935.96,1809.28
101,-107.80000,39.50000,5881.53,1792.69
102,-105.80000,39.90000,9391.21,2862.44
103,-105.90000,40.10000,8235.56,2510.20
104,-105.30000,40.60000,7409.65,2258.46
105,-105.30000,40.30000,5703.18,1738.33
106,-103.20000,40.80000,4069.26,1240.31
107,-108.30000,37.60000,9013.71,2747.38
108,-108.60000,37.40000,6254.33,1906.32
109,-103.50000,37.80000,4362.47,1329.68
110,-105.40000,39.40000,7426.74,2263.67
111,-102.20000,40.60000,3683.17,1122.63
112,-107.00000,39.30000,7292.09,2222.63
113,-102.60000,38.10000,3605.41,1098.93
114,-106.90000,40.60000,7525.16,2293.67
115,-72.30000,41.50000,325.43,99.19
116,-72.30000,41.60000,515.55,157.14
117,-72.20000,41.80000,552.85,168.51
118,-72.10000,42.00000,878.05,267.63
119,-72.40000,41.80000,676.48,206.19
120,-75.50000,39.20000,20.24,6.17
121,-75.50000,39.10000,17.16,5.23
122,-75.70000,39.30000,69.03,21.04
123,-85.70000,30.40000,55.61,16.95
124,-82.30000,28.70000,74.18,22.61
125,-82.00000,28.70000,87.47,26.66
126,-82.90000,30.20000,169.16,51.56
127,-80.40000,26.80000,18.73,5.71
128,-86.70000,30.70000,186.06,56.71
129,-82.90000,29.50000,30.64,9.34
130,-83.40000,30.50000,108.53,33.08
131,-80.50000,27.00000,23.49,7.16
132,-83.30000,29.70000,29.46,8.98
133,-87.40000,30.70000,87.40,26.64
134,-84.30000,30.70000,186.71,56.91
135,-81.10000,26.60000,25.20,7.68
136,-82.40000,28.40000,77.43,23.60
137,-83.20000,30.70000,177.17,54.00
138,-83.60000,31.40000,346.65,105.66
139,-85.10000,33.00000,691.96,210.91
140,-82.60000,32.10000,112.34,34.24
141,-83.80000,31.50000,379.43,115.65
142,-85.30000,34.30000,678.15,206.70
143,-85.10000,34.40000,651.64,198.62
144,-84.30000,35.00000,1749.61,533.28
145,-85.20000,33.60000,1103.22,336.26
146,-84.70000,34.60000,722.80,220.31
147,-83.30000,31.70000,361.29,110.12
148,-83.90000,34.10000,1087.27,331.40
149,-85.10000,33.30000,696.33,212.24
150,-85.60000,34.90000,1427.53,435.11
151,-157.80000,21.60000,0.00,0.00
152,-159.40000,22.20000,309.58,94.36
153,-116.20000,47.30000,3211.35,978.82
154,-116.60000,46.60000,2523.98,769.31
155,-116.60000,48.10000,2686.45,818.83
156,-116.00000,46.10000,2392.65,729.28
157,-116.00000,47.50000,3028.08,922.96
158,-116.90000,47.70000,2182.02,665.08
159,-112.20000,42.80000,5288.71,1612.00
160,-90.70000,40.00000,630.02,192.03
161,-88.30000,40.30000,719.72,219.37
162,-88.10000,40.10000,681.20,207.63
163,-90.40000,39.30000,620.28,189.06
164,-90.40000,39.20000,535.14,163.11
165,-90.90000,40.80000,665.91,202.97
166,-87.90000,41.00000,653.25,199.11
167,-88.90000,41.00000,646.95,197.19
168,-89.30000,40.20000,602.76,183.72
169,-90.90000,40.40000,654.46,199.48
170,-88.60000,42.50000,958.50,292.15
171,-88.50000,42.40000,977.95,298.08
172,-88.70000,42.40000,851.87,259.65
173,-88.90000,40.50000,846.46,258.00
174,-89.80000,39.00000,610.99,186.23
175,-89.50000,41.00000,675.66,205.94
176,-89.10000,41.00000,721.82,220.01
177,-90.30000,39.70000,639.34,194.87
178,-90.60000,41.40000,725.56,221.15
179,-88.60000,37.70000,483.83,147.47
180,-89.80000,39.70000,598.29,182.36
181,-89.30000,39.80000,596.46,181.80
182,-90.50000,40.00000,428.97,130.75
183,-89.80000,42.50000,810.86,247.15
184,-89.40000,40.50000,571.72,174.26
185,-87.80000,40.10000,647.34,197.31
186,-90.70000,40.80000,705.31,214.98
187,-88.40000,38.50000,445.21,135.70
188,-88.10000,38.10000,378.18,115.27
189,-86.90000,40.70000,690.03,210.32
190,-86.50000,40.50000,741.93,226.14
191,-86.50000,40.40000,815.09,248.44
192,-86.50000,40.60000,677.69,206.56
193,-86.50000,40.80000,743.67,226.67
194,-85.80000,38.50000,510.76,155.68
195,-84.90000,39.20000,820.60,250.12
196,-85.10000,38.90000,865.68,263.86
197,-85.50000,40.30000,895.31,272.89
198,-86.10000,41.10000,840.62,256.22
199,-85.70000,40.40000,881.17,268.58
200,-85.80000,40.60000,828.18,252.43
201,-85.40000,40.90000,743.44,226.60
202,-85.90000,38.90000,564.76,172.14
203,-87.10000,41.30000,653.51,199.19
204,-86.70000,40.50000,671.56,204.69
205,-85.70000,39.50000,833.10,253.93
206,-85.50000,39.60000,980.02,298.71
207,-86.60000,41.20000,713.29,217.41
208,-86.50000,41.10000,736.45,224.47
209,-87.90000,38.10000,480.81,146.55
210,-87.90000,38.00000,386.35,117.76
211,-87.10000,41.50000,784.68,239.17
212,-86.90000,41.40000,715.72,218.15
213,-86.60000,39.40000,682.45,208.01
214,-86.60000,39.10000,705.25,214.96
215,-86.00000,40.80000,785.73,239.49
216,-85.50000,38.70000,786.88,239.84
217,-87.60000,38.60000,399.05,121.63
218,-94.90000,41.70000,1351.05,411.80
219,-96.10000,42.20000,1067.09,325.25
220,-93.40000,41.50000,760.79,231.89
221,-96.50000,42.90000,1214.76,370.26
222,-95.20000,41.10000,1077.59,328.45
223,-95.40000,41.00000,1104.40,336.62
224,-95.70000,41.10000,1152.36,351.24
225,-92.90000,42.10000,935.79,285.23
226,-94.10000,41.50000,1035.73,315.69
227,-92.30000,41.70000,921.56,280.89
228,-91.30000,40.80000,671.52,204.68
229,-92.20000,42.60000,959.06,292.32
230,-94.60000,38.80000,1018.54,310.45
231,-95.90000,37.60000,1019.19,310.65
232,-94.70000,37.90000,841.11,256.37
233,-97.10000,37.80000,1342.16,409.09
234,-96.00000,38.40000,1116.34,340.26
235,-95.70000,37.30000,817.42,249.15
236,-97.00000,37.00000,1157.41,352.78
237,-94.70000,37.50000,963.09,293.55
238,-95.20000,38.80000,1129.40,344.24
239,-96.80000,38.20000,1326.21,404.23
240,-97.10000,39.40000,1262.11,384.69
241,-96.70000,37.20000,1187.07,361.82
242,-97.90000,39.10000,1458.04,444.41
243,-100.00000,37.70000,-9999,-9999
244,-97.90000,39.40000,1387.04,422.77
245,-85.30000,36.80000,774.87,236.18
246,-84.30000,38.00000,951.28,289.95
247,-83.60000,38.40000,837.50,255.27
248,-84.50000,37.60000,954.53,290.94
249,-84.80000,37.90000,528.02,160.94
250,-86.60000,36.70000,775.56,236.39
251,-83.70000,37.80000,919.00,280.11
252,-82.10000,37.50000,1258.14,383.48
253,-83.90000,38.20000,951.38,289.98
254,-84.00000,38.20000,873.49,266.24
255,-83.70000,37.50000,852.99,259.99
256,-86.90000,37.50000,530.87,161.81
257,-83.60000,36.70000,1448.92,441.63
258,-84.70000,38.90000,846.13,257.90
259,-84.80000,37.50000,1103.74,336.42
260,-83.30000,38.40000,878.61,267.80
261,-82.70000,37.80000,1091.11,332.57
262,-85.60000,38.00000,599.28,182.66
263,-86.70000,37.20000,411.61,125.46
264,-87.90000,37.10000,486.29,148.22
265,-88.90000,36.90000,440.35,134.22
266,-87.40000,36.90000,602.76,183.72
267,-87.70000,37.20000,397.77,121.24
268,-92.90000,30.80000,147.74,45.03
269,-91.80000,31.10000,45.67,13.92
270,-92.10000,30.90000,44.39,13.53
271,-93.50000,32.50000,239.44,72.98
272,-93.50000,32.40000,182.12,55.51
