"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-92.30000,30.20000,21.49,6.55
2,-92.40000,30.30000,30.35,9.25
3,-92.40000,30.50000,50.82,15.49
4,-92.30000,30.50000,51.84,15.80
5,-92.20000,30.20000,26.64,8.12
6,-92.20000,30.30000,32.25,9.83
7,-92.20000,30.40000,42.68,13.01
8,-92.40000,30.10000,12.43,3.79
9,-93.00000,30.40000,20.93,6.38
10,-92.80000,30.50000,43.60,13.29
11,-92.60000,30.80000,110.96,33.82
12,-92.70000,30.80000,89.73,27.35
13,-90.80000,30.20000,1.02,0.31
14,-91.00000,30.30000,26.57,8.10
15,-90.90000,30.20000,4.04,1.23
16,-91.00000,30.20000,18.27,5.57
17,-90.90000,30.30000,8.66,2.64
18,-90.80000,30.30000,5.87,1.79
19,-91.00000,30.10000,19.36,5.90
20,-91.20000,29.90000,1.31,0.40
21,-91.20000,30.00000,2.76,0.84
22,-92.10000,31.20000,61.55,18.76
23,-92.10000,31.10000,63.78,19.44
24,-93.10000,30.70000,116.17,35.41
25,-93.30000,30.60000,108.83,33.17
26,-93.30000,30.80000,183.04,55.79
27,-93.70000,30.40000,31.56,9.62
28,-93.60000,30.70000,59.06,18.00
29,-93.30000,30.90000,184.32,56.18
30,-93.60000,32.40000,130.91,39.90
31,-93.70000,32.50000,172.93,52.71
32,-93.90000,32.50000,183.30,55.87
33,-93.80000,32.40000,191.70,58.43
34,-93.80000,32.50000,219.69,66.96
35,-93.70000,32.40000,158.07,48.18
36,-93.20000,30.10000,7.02,2.14
37,-93.30000,30.30000,23.72,7.23
38,-93.40000,30.20000,14.30,4.36
39,-93.20000,30.30000,19.09,5.82
40,-93.30000,30.10000,0.30,0.09
41,-93.10000,30.30000,11.06,3.37
42,-93.20000,30.20000,18.67,5.69
43,-93.10000,30.10000,14.99,4.57
44,-93.10000,30.20000,20.11,6.13
45,-93.40000,30.10000,3.48,1.06
46,-93.00000,30.10000,0.82,0.25
47,-93.40000,30.30000,17.91,5.46
48,-93.20000,30.40000,26.94,8.21
49,-93.30000,30.20000,8.69,2.65
50,-93.60000,30.20000,14.40,4.39
51,-93.40000,30.40000,32.25,9.83
52,-93.40000,30.50000,54.69,16.67
53,-93.00000,30.20000,21.13,6.44
54,-91.90000,31.90000,59.15,18.03
55,-92.10000,32.20000,64.47,19.65
56,-91.90000,31.30000,46.92,14.30
57,-91.90000,31.70000,48.23,14.70
58,-91.90000,31.40000,34.81,10.61
59,-92.00000,31.40000,42.13,12.84
60,-92.20000,31.40000,76.21,23.23
61,-91.80000,31.60000,55.41,16.89
62,-91.50000,31.60000,49.74,15.16
63,-91.50000,31.50000,53.31,16.25
64,-91.60000,31.40000,40.85,12.45
65,-91.10000,30.50000,52.82,16.10
66,-91.00000,30.40000,38.78,11.82
67,-91.20000,30.50000,40.09,12.22
68,-91.10000,30.60000,73.06,22.27
69,-91.00000,30.50000,41.31,12.59
70,-91.10000,30.40000,20.31,6.19
71,-91.20000,30.40000,23.00,7.01
72,-90.90000,30.40000,20.77,6.33
73,-91.00000,30.60000,66.96,20.41
74,-90.90000,30.60000,76.38,23.28
75,-91.10000,30.30000,9.81,2.99
76,-91.20000,30.70000,122.28,37.27
77,-91.10000,30.70000,104.00,31.70
78,-91.20000,30.60000,86.06,26.23
79,-91.00000,30.70000,104.17,31.75
80,-91.10000,32.70000,88.75,27.05
81,-91.20000,32.70000,90.75,27.66
82,-90.80000,30.50000,44.72,13.63
83,-92.30000,30.60000,56.10,17.10
84,-92.30000,31.00000,56.30,17.16
85,-92.40000,30.60000,54.27,16.54
86,-92.30000,30.70000,64.76,19.74
87,-91.70000,32.20000,78.41,23.90
88,-91.70000,32.10000,74.25,22.63
