"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-71.20000,42.50000,163.65,49.88
2,-71.30000,42.40000,140.29,42.76
3,-71.10000,42.50000,120.51,36.73
4,-70.10000,41.30000,-6.89,-2.10
5,-70.20000,41.30000,-1.77,-0.54
6,-71.50000,42.00000,160.93,49.05
7,-71.00000,42.20000,75.26,22.94
8,-70.80000,42.30000,0.00,0.00
9,-70.80000,42.20000,106.92,32.59
10,-71.20000,42.20000,175.72,53.56
11,-71.10000,42.10000,189.40,57.73
12,-70.90000,42.30000,-5.35,-1.63
13,-70.90000,42.20000,65.78,20.05
14,-71.00000,42.10000,175.98,53.64
15,-70.70000,42.00000,-5.38,-1.64
16,-70.60000,42.10000,0.00,0.00
17,-71.00000,42.00000,73.65,22.45
18,-70.90000,42.00000,46.23,14.09
19,-71.00000,41.80000,76.35,23.27
20,-70.70000,42.10000,5.45,1.66
21,-70.70000,42.20000,-5.45,-1.66
22,-70.90000,41.90000,30.74,9.37
23,-70.60000,41.90000,101.80,31.03
24,-70.60000,42.00000,-7.32,-2.23
25,-71.00000,42.30000,-3.35,-1.02
26,-71.00000,42.40000,10.79,3.29
27,-71.80000,42.60000,566.99,172.82
28,-71.80000,42.50000,898.23,273.78
29,-71.70000,42.50000,269.36,82.10
30,-72.00000,42.10000,643.77,196.22
31,-71.30000,42.50000,117.85,35.92
32,-70.60000,41.70000,53.38,16.27
33,-70.60000,41.60000,62.47,19.04
34,-70.70000,41.50000,-1.97,-0.60
35,-70.70000,41.70000,0.00,0.00
36,-70.80000,41.70000,60.93,18.57
37,-70.20000,42.10000,0.00,0.00
38,-70.20000,42.00000,0.00,0.00
39,-71.20000,41.70000,-2.49,-0.76
40,-71.10000,41.50000,-3.05,-0.93
41,-83.40000,45.10000,651.02,198.43
42,-83.90000,43.70000,579.40,176.60
43,-86.20000,44.70000,723.39,220.49
44,-86.70000,41.80000,627.72,191.33
45,-85.20000,42.30000,940.49,286.66
46,-84.60000,42.80000,857.32,261.31
47,-83.60000,43.00000,772.83,235.56
48,-85.60000,44.80000,580.64,176.98
49,-84.50000,42.70000,867.88,264.53
50,-83.80000,42.50000,894.59,272.67
51,-82.80000,42.60000,578.08,176.20
52,-82.90000,42.50000,586.91,178.89
53,-84.30000,43.60000,601.31,183.28
54,-84.20000,43.60000,626.28,190.89
55,-84.20000,43.70000,674.21,205.50
56,-83.40000,41.80000,570.24,173.81
57,-83.40000,41.90000,579.23,176.55
58,-83.30000,42.50000,707.19,215.55
59,-83.40000,42.50000,864.44,263.48
60,-84.00000,43.40000,598.20,182.33
61,-84.10000,43.50000,615.12,187.49
62,-82.60000,42.70000,598.33,182.37
63,-82.60000,42.60000,576.90,175.84
64,-82.70000,42.60000,574.51,175.11
65,-82.50000,42.70000,575.20,175.32
66,-82.50000,42.80000,633.23,193.01
67,-83.80000,42.30000,892.45,272.02
68,-83.30000,42.30000,602.66,183.69
69,-83.20000,42.30000,590.35,179.94
70,-83.20000,42.40000,645.77,196.83
71,-83.30000,42.40000,629.89,191.99
72,-83.20000,42.10000,574.77,175.19
73,-83.20000,42.50000,703.25,214.35
74,-83.30000,44.80000,589.86,179.79
75,-86.20000,43.10000,605.54,184.57
76,-83.90000,42.90000,796.52,242.78
77,-84.10000,43.00000,748.62,228.18
78,-85.60000,42.30000,785.17,239.32
79,-83.90000,43.60000,599.93,182.86
80,-84.00000,43.60000,598.16,182.32
81,-85.50000,42.30000,854.86,260.56
82,-85.90000,43.90000,822.80,250.79
83,-84.00000,42.40000,928.58,283.03
84,-85.70000,43.40000,811.71,247.41
85,-85.50000,42.20000,856.46,261.05
86,-85.60000,42.20000,849.31,258.87
