"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-85.20000,35.00000,671.52,204.68
2,-81.00000,32.00000,-4.46,-1.36
3,-81.10000,32.00000,3.12,0.95
4,-81.10000,31.90000,-4.46,-1.36
5,-81.00000,31.90000,3.22,0.98
6,-81.20000,32.00000,4.13,1.26
7,-80.90000,32.00000,1.38,0.42
8,-84.50000,33.60000,999.57,304.67
9,-84.40000,33.60000,846.19,257.92
10,-84.50000,33.90000,984.06,299.94
11,-84.50000,34.00000,1110.01,338.33
12,-84.50000,33.80000,780.87,238.01
13,-84.40000,33.90000,890.03,271.28
14,-84.40000,34.00000,919.00,280.11
15,-84.60000,33.90000,985.27,300.31
16,-84.60000,33.80000,979.59,298.58
17,-84.50000,34.10000,876.44,267.14
18,-82.10000,33.50000,349.87,106.64
19,-84.30000,33.80000,974.21,296.94
20,-84.30000,33.70000,894.49,272.64
21,-84.20000,33.80000,979.40,298.52
22,-84.30000,33.90000,980.94,298.99
23,-84.20000,33.90000,999.97,304.79
24,-84.10000,31.50000,191.47,58.36
25,-84.20000,31.60000,220.05,67.07
26,-81.20000,32.20000,23.13,7.05
27,-84.60000,33.40000,888.19,270.72
28,-84.30000,34.10000,1118.64,340.96
29,-84.50000,33.70000,868.50,264.72
30,-81.40000,31.20000,3.38,1.03
31,-81.40000,31.10000,-4.46,-1.36
32,-81.60000,31.10000,23.43,7.14
33,-81.60000,31.30000,13.32,4.06
34,-81.50000,31.20000,16.11,4.91
35,-81.40000,31.30000,-4.46,-1.36
36,-81.60000,31.20000,2.30,0.70
37,-81.30000,31.30000,3.31,1.01
38,-81.50000,31.30000,27.59,8.41
39,-81.50000,31.10000,-6.73,-2.05
40,-85.00000,34.60000,783.63,238.85
41,-84.10000,34.00000,968.93,295.33
42,-84.20000,34.00000,921.95,281.01
43,-83.60000,32.60000,361.19,110.09
44,-82.60000,31.90000,180.97,55.16
45,-82.90000,32.60000,200.23,61.03
46,-81.40000,31.80000,15.45,4.71
47,-81.60000,31.80000,46.59,14.20
48,-81.30000,31.70000,2.07,0.63
49,-81.70000,31.80000,90.26,27.51
50,-81.40000,31.50000,43.34,13.21
51,-84.20000,31.20000,177.56,54.12
52,-84.80000,34.80000,698.13,212.79
