longitude,latitude
-84.1,37.0
-83.8,36.7
-83.0,37.0
-83.3,36.8
-84.5,37.9
-86.3,37.8
-83.2,36.9
-84.4,38.3
-85.8,37.4
-85.0,38.4
-93.0,30.5
-91.0,29.8
-93.5,30.8
-93.6,30.9
-93.2,30.7
-93.6,32.6
-93.6,32.5
-93.6,32.9
-94.0,32.4
-93.5,30.3
-93.5,30.1
-92.0,32.1
-91.2,33.0
-91.4,32.6
-92.4,31.6
-93.1,31.7
-93.2,31.8
-92.7,30.3
-92.9,30.3
-92.1,31.6
-92.7,32.7
-92.0,30.6
-92.0,30.7
-91.2,32.0
-91.0,29.6
-93.5,30.9
-90.1,30.7
-89.8,30.8
-93.4,33.0
-93.5,33.0
-93.3,32.6
-91.3,30.4
-92.7,31.9
-92.2,32.6
-91.7,31.0
-91.6,30.6
-92.2,31.3
-92.3,31.4
-91.5,32.4
-70.6,43.5
-70.3,43.7
-70.5,43.5
-70.3,43.6
-70.4,43.8
-68.7,47.2
-68.5,46.8
-69.6,43.9
-69.3,43.8
-69.8,43.7
-69.8,44.7
-69.3,45.0
-68.9,44.5
-69.8,43.8
-69.9,44.5
-70.1,44.4
-70.2,44.1
-68.7,44.6
-78.6,39.6
-78.9,39.5
-76.8,39.5
-76.4,38.3
-75.8,39.0
-75.8,38.7
-77.0,39.6
-77.7,39.3
-76.8,38.6
-76.9,38.4
-77.2,38.6
-76.1,38.4
-79.2,39.6
-79.3,39.3
-77.1,39.3
-75.9,39.3
-76.0,38.0
-75.9,38.1
-76.6,38.3
-75.9,39.2
-70.1,41.8
-71.0,41.7
-72.5,42.4
-72.4,42.2
-72.4,42.1
-73.0,42.3
-72.9,42.3
-72.7,42.3
-72.5,42.3
-71.6,42.1
-72.1,42.3
-71.8,42.4
-71.5,42.1
-71.7,42.3
-72.2,42.6
-83.4,42.3
-83.0,42.4
-84.2,43.0
-85.7,41.9
-82.5,42.6
-82.4,43.0
-83.1,42.6
-83.3,42.7
-83.2,42.6
-85.9,43.4
-86.3,43.2
-85.6,43.4
-83.6,41.8
-83.5,41.8
-85.1,43.7
-83.1,43.0
-85.5,43.0
-85.6,43.0
-84.4,42.2
-88.6,46.1
-83.5,44.3
-89.9,46.5
-84.3,44.0
-83.5,43.0
-83.8,43.0
-83.6,43.1
-86.1,42.0
-86.3,41.8
-85.3,42.5
-83.8,44.0
-85.3,44.9
-83.4,45.0
-86.1,42.8
-93.9,44.8
-93.7,44.7
-94.5,44.3
-95.8,46.8
-93.3,45.3
-93.5,45.2
-93.3,45.8
-93.2,45.8
-95.0,45.1
-97.0,48.8
-94.0,44.9
-97.1,48.5
-96.8,48.4
-96.9,48.4
-97.0,48.2
-92.2,44.0
-96.0,46.2
-95.6,46.5
-95.8,46.3
-96.8,47.6
-96.2,47.6
-95.4,45.7
-93.7,44.9
-96.2,43.7
-92.0,46.8
-94.6,45.4
-92.4,44.5
-92.7,44.6
-96.6,46.3
-91.7,44.1
-91.8,43.9
-94.2,43.8
-93.8,45.1
-93.9,45.2
-95.6,44.8
-92.7,44.0
-95.1,43.9
-95.4,45.0
-90.8,33.7
-91.1,33.6
-91.0,33.6
-90.8,34.0
-88.7,32.0
-88.8,32.1
-88.7,33.8
-90.5,34.3
-90.5,34.4
-90.5,34.5
-89.4,31.5
-90.0,35.0
-90.0,34.9
-88.7,30.9
-88.6,30.8
-89.5,30.4
-90.2,33.2
-88.5,34.3
-88.5,30.6
-88.4,30.7
-88.9,32.0
-91.1,31.7
-90.3,33.5
-90.4,33.4
-89.7,31.3
-89.9,31.2
-88.3,33.8
-88.4,33.9
-90.1,34.2
-89.6,30.5
-89.0,31.2
-90.9,32.9
-90.9,32.8
-90.0,31.9
-90.5,33.8
-90.7,33.3
-90.2,34.6
-90.3,31.1
-90.0,31.2
-90.9,33.4
-91.1,33.3
-91.3,31.2
-90.7,32.7
-90.5,32.8
-90.5,32.7
-91.6,40.5
-94.3,39.5
-94.5,39.2
-92.1,38.5
-92.3,38.4
-92.6,38.9
-90.0,36.2
-90.9,38.3
-91.2,38.6
-89.6,37.4
-91.6,38.6
-93.3,37.3
-93.1,37.1
-95.1,40.0
-94.1,38.8
-89.7,37.4
-92.8,38.1
-92.7,38.2
-94.3,39.0
-94.4,39.0
-92.1,38.6
-91.8,38.8
-94.8,39.7
-94.0,38.7
-92.6,37.7
-92.8,37.8
-94.0,36.9
-95.1,39.6
-90.0,37.1
-90.1,37.1
-90.9,39.0
-94.6,38.3
-94.6,36.5
-93.9,36.9
-95.5,40.4
-91.6,39.8
-92.6,38.3
-91.4,39.0
-91.6,38.8
-91.5,39.0
-92.8,38.3
-91.4,36.7
-89.7,36.2
-91.0,39.2
-91.1,39.4
-94.6,39.5
-92.1,38.0
-94.1,39.2
-94.2,39.4
-90.7,36.7
-90.8,36.7
-90.1,37.8
-90.9,37.9
-91.1,38.7
-91.2,38.7
-94.4,37.9
-92.1,37.1
-90.5,37.8
-93.5,36.8
-90.1,36.8
-89.9,36.9
-90.1,36.9
-89.5,37.1
-93.4,39.2
-90.7,38.6
-90.8,38.6
-90.8,38.7
-92.9,37.2
-114.1,48.3
-114.4,48.5
-113.2,46.7
-114.0,48.0
-114.2,46.9
-110.5,45.8
-111.4,47.4
-107.6,45.7
-105.6,48.1
-106.5,48.1
-96.3,41.5
-95.9,40.7
-95.7,40.4
-100.8,41.2
-97.3,42.1
-98.1,42.8
-101.7,41.1
-98.6,41.1
-98.0,42.1
-96.0,40.9
-96.2,41.0
-97.1,41.4
-96.4,42.5
-96.4,41.0
-96.5,41.1
-103.6,41.9
-96.5,41.2
-97.1,42.0
-96.9,40.4
-97.0,40.6
-114.6,36.7
-114.1,36.8
-115.2,36.2
-115.0,36.2
-119.8,39.4
-119.8,39.6
-115.1,36.2
-119.2,39.0
-115.0,36.0
-115.0,36.1
-114.4,36.6
-71.4,42.7
-71.9,43.0
-71.2,42.9
