"ID","Input Lon","Input Lat","Elev(ft)","Elev(m)"
1,-80.60000,41.20000,1050.82,320.29
2,-80.70000,41.20000,1029.53,313.80
3,-81.40000,40.50000,961.22,292.98
4,-81.40000,40.60000,962.57,293.39
5,-84.20000,39.40000,807.94,246.26
6,-84.10000,39.50000,702.33,214.07
7,-84.30000,39.40000,686.02,209.10
8,-84.10000,39.40000,682.32,207.97
9,-81.60000,39.30000,782.61,238.54
10,-81.50000,39.50000,781.36,238.16
11,-81.60000,39.50000,841.14,256.38
12,-84.60000,41.50000,822.01,250.55
13,-83.50000,41.50000,642.13,195.72
14,-83.60000,41.30000,677.03,206.36
15,-83.50000,41.20000,732.97,223.41
16,-83.90000,40.90000,830.64,253.18
17,-84.20000,40.80000,794.03,242.02
18,-82.20000,40.60000,1009.09,307.57
19,-82.30000,40.90000,1001.80,305.35
20,-82.30000,40.70000,1193.60,363.81
21,-80.90000,41.80000,749.64,228.49
22,-81.00000,41.80000,672.67,205.03
23,-82.10000,39.40000,870.54,265.34
24,-82.10000,39.50000,765.52,233.33
25,-81.80000,39.30000,899.87,274.28
26,-82.20000,39.50000,848.92,258.75
27,-81.90000,39.40000,869.00,264.87
28,-82.10000,39.30000,762.40,232.38
29,-81.80000,39.20000,789.17,240.54
30,-84.40000,40.50000,892.06,271.90
31,-84.30000,40.50000,899.70,274.23
32,-80.80000,39.90000,682.78,208.11
33,-80.70000,40.00000,921.59,280.90
34,-80.90000,40.00000,935.60,285.17
35,-80.90000,40.10000,1198.69,365.36
36,-80.80000,40.10000,998.75,304.42
37,-80.90000,39.90000,1134.32,345.74
38,-81.00000,40.00000,1300.72,396.46
39,-83.80000,38.70000,523.62,159.60
40,-84.60000,39.50000,753.90,229.79
41,-84.50000,39.30000,837.14,255.16
42,-84.70000,39.50000,858.96,261.81
43,-84.40000,39.50000,655.45,199.78
44,-84.80000,39.50000,996.36,303.69
45,-81.20000,40.60000,1076.64,328.16
46,-81.20000,40.70000,1076.94,328.25
47,-84.00000,40.10000,1179.20,359.42
48,-83.80000,40.00000,959.94,292.59
49,-84.00000,39.90000,886.75,270.28
50,-83.90000,40.00000,1135.07,345.97
51,-83.90000,39.90000,960.99,292.91
52,-83.60000,40.00000,1195.34,364.34
53,-84.30000,39.30000,844.03,257.26
54,-84.30000,39.20000,752.59,229.39
55,-84.30000,39.00000,474.34,144.58
56,-80.90000,40.80000,1176.41,358.57
57,-80.70000,40.60000,1129.69,344.33
58,-81.10000,40.80000,1278.48,389.68
59,-82.70000,40.80000,1167.78,355.94
60,-83.00000,40.80000,992.06,302.38
61,-82.80000,40.70000,1168.73,356.23
62,-81.50000,41.40000,1038.48,316.53
63,-81.80000,41.50000,572.67,174.55
64,-81.90000,41.50000,568.44,173.26
65,-81.40000,41.40000,890.52,271.43
66,-81.40000,41.50000,726.41,221.41
67,-81.60000,41.50000,756.79,230.67
68,-81.70000,41.30000,1193.64,363.82
69,-83.20000,40.30000,930.61,283.65
70,-82.40000,41.40000,605.28,184.49
71,-82.60000,41.30000,593.27,180.83
72,-82.80000,41.40000,660.53,201.33
73,-83.40000,39.50000,960.01,292.61
74,-82.90000,39.90000,757.02,230.74
75,-83.10000,40.00000,825.92,251.74
76,-83.10000,40.10000,877.17,267.36
77,-83.10000,39.90000,856.69,261.12
78,-82.80000,40.00000,974.97,297.17
