longitude,latitude
-92.3,30.2
-92.4,30.3
-92.4,30.5
-92.3,30.5
-92.2,30.2
-92.2,30.3
-92.2,30.4
-92.4,30.1
-93.0,30.4
-92.8,30.5
-92.6,30.8
-92.7,30.8
-90.8,30.2
-91.0,30.3
-90.9,30.2
-91.0,30.2
-90.9,30.3
-90.8,30.3
-91.0,30.1
-91.2,29.9
-91.2,30.0
-92.1,31.2
-92.1,31.1
-93.1,30.7
-93.3,30.6
-93.3,30.8
-93.7,30.4
-93.6,30.7
-93.3,30.9
-93.6,32.4
-93.7,32.5
-93.9,32.5
-93.8,32.4
-93.8,32.5
-93.7,32.4
-93.2,30.1
-93.3,30.3
-93.4,30.2
-93.2,30.3
-93.3,30.1
-93.1,30.3
-93.2,30.2
-93.1,30.1
-93.1,30.2
-93.4,30.1
-93.0,30.1
-93.4,30.3
-93.2,30.4
-93.3,30.2
-93.6,30.2
-93.4,30.4
-93.4,30.5
-93.0,30.2
-91.9,31.9
-92.1,32.2
-91.9,31.3
-91.9,31.7
-91.9,31.4
-92.0,31.4
-92.2,31.4
-91.8,31.6
-91.5,31.6
-91.5,31.5
-91.6,31.4
-91.1,30.5
-91.0,30.4
-91.2,30.5
-91.1,30.6
-91.0,30.5
-91.1,30.4
-91.2,30.4
-90.9,30.4
-91.0,30.6
-90.9,30.6
-91.1,30.3
-91.2,30.7
-91.1,30.7
-91.2,30.6
-91.0,30.7
-91.1,32.7
-91.2,32.7
-90.8,30.5
-92.3,30.6
-92.3,31.0
-92.4,30.6
-92.3,30.7
-91.7,32.2
-91.7,32.1
-91.8,32.1
-92.5,31.5
-92.3,31.5
-91.8,30.0
-92.0,30.0
-91.8,29.9
-91.9,30.0
-91.9,30.1
-92.0,29.9
-92.0,30.1
-91.9,29.9
-91.7,29.9
-91.3,30.3
-91.3,30.2
-90.0,29.9
-91.5,30.5
-90.1,29.9
-90.2,29.9
-92.9,30.2
-92.7,30.2
-92.7,30.4
-92.7,30.0
-93.0,30.3
-92.9,30.1
-92.6,30.2
-92.7,30.1
-92.8,30.2
-92.1,30.1
-92.0,30.3
-92.1,30.2
-92.1,30.3
-92.0,30.2
-92.0,30.4
-91.9,30.2
-92.2,30.1
-92.1,30.4
-90.8,29.8
-92.2,31.7
-90.7,30.5
-90.8,30.6
-90.6,30.5
-90.9,30.5
-90.6,30.4
-90.6,30.6
-90.7,30.3
-90.6,30.3
-90.7,30.6
-90.5,30.4
-90.8,30.4
-90.7,30.4
-91.2,32.4
-91.9,32.8
-93.1,31.8
-93.1,31.6
-93.0,31.8
-91.9,32.5
-92.2,32.3
-92.0,32.6
-92.2,32.5
-92.1,32.6
-92.1,32.5
-90.0,29.6
-89.7,29.5
-89.5,29.3
-89.8,29.6
-89.6,29.5
-89.9,29.6
-89.6,29.4
-90.0,29.8
-89.8,29.5
-89.4,29.3
-90.0,29.7
-89.4,29.4
-89.5,29.4
-89.9,29.9
-90.1,29.8
-91.4,30.6
-91.7,30.8
-91.5,30.7
-91.4,30.7
-91.6,30.8
-91.5,30.6
-92.5,31.3
-92.4,31.4
-92.5,31.4
-92.6,31.3
-92.3,31.3
-92.3,31.2
-92.8,31.3
-92.5,31.2
-92.4,31.3
-92.7,31.4
-92.4,31.1
-93.3,32.0
-91.8,32.5
-90.4,30.0
-90.3,30.0
-90.4,29.9
-90.4,29.8
-90.5,30.0
-90.3,29.9
-90.7,29.6
-90.6,30.7
-90.7,30.1
-90.7,30.0
-90.5,30.1
-90.4,30.1
-90.6,30.1
-90.6,29.9
-91.8,30.5
-92.2,30.6
-91.9,30.6
-91.9,30.5
-92.1,30.6
-92.2,30.7
-92.0,30.5
-91.9,30.4
-92.1,30.5
-91.2,29.8
-91.9,30.3
-91.8,30.3
-91.8,30.2
-91.8,30.1
-91.1,29.7
-91.9,29.7
-91.4,29.8
-91.5,29.8
-91.8,29.8
-91.5,29.6
-91.2,29.7
-90.0,30.5
-90.1,30.5
-90.1,30.4
-90.2,30.4
-90.1,30.3
-89.7,30.4
-89.8,30.3
-89.7,30.3
-89.8,30.2
-90.4,30.5
-90.4,30.4
-90.5,30.5
-90.3,30.5
-90.5,30.6
-90.5,30.7
-90.3,30.6
